,product,group,date,buy,sell,diff
424,日経225（ラージ）,2,2021-02-04,29516.0,25188.0,4328.0
425,日経225（ラージ）,2,2021-02-05,27756.0,30656.0,-3408.0
426,日経225（ラージ）,2,2021-02-08,41637.0,41323.0,-1143.0
427,日経225（ラージ）,2,2021-02-09,27009.0,28545.0,-1536.0
428,日経225（ラージ）,2,2021-02-10,18706.0,19662.0,-1118.0
429,日経225（ラージ）,2,2021-02-12,21220.0,18140.0,2739.0
477,日経225（ラージ）,2,2021-02-12,21220.0,18140.0,2739.0
430,日経225（ラージ）,3,2021-01-19,5702.0,3883.0,1821.0
431,日経225（ラージ）,3,2021-01-20,6780.0,7905.0,-3518.0
432,日経225（ラージ）,3,2021-01-21,5666.0,4664.0,1003.0
433,日経225（ラージ）,3,2021-01-22,927.0,5701.0,-4512.0
434,日経225（ラージ）,3,2021-01-25,4750.0,2983.0,1455.0
435,日経225（ラージ）,3,2021-01-25,4750.0,2983.0,1455.0
436,日経225（ラージ）,3,2021-01-26,4854.0,4438.0,210.0
437,日経225（ラージ）,3,2021-01-26,4854.0,4438.0,210.0
438,日経225（ラージ）,3,2021-01-27,5785.0,3556.0,1925.0
439,日経225（ラージ）,3,2021-01-27,5785.0,3556.0,1925.0
440,日経225（ラージ）,3,2021-01-28,5320.0,7532.0,-2812.0
441,日経225（ラージ）,3,2021-01-28,5320.0,7532.0,-2812.0
442,日経225（ラージ）,3,2021-01-28,5320.0,7532.0,-2812.0
443,日経225（ラージ）,3,2021-01-28,5320.0,7532.0,-2812.0
444,日経225（ラージ）,3,2021-02-01,7385.0,4779.0,2606.0
445,日経225（ラージ）,3,2021-02-02,3691.0,2596.0,1095.0
446,日経225（ラージ）,3,2021-02-03,3117.0,2984.0,133.0
447,日経225（ラージ）,3,2021-02-04,2384.0,5347.0,-1965.0
448,日経225（ラージ）,3,2021-02-05,3636.0,2911.0,1262.0
449,日経225（ラージ）,3,2021-02-08,8656.0,7247.0,1414.0
450,日経225（ラージ）,3,2021-02-09,4702.0,4622.0,80.0
451,日経225（ラージ）,3,2021-02-10,1999.0,7766.0,-5932.0
452,日経225（ラージ）,3,2021-02-12,5325.0,3581.0,1436.0
478,日経225（ラージ）,3,2021-02-12,5325.0,3581.0,1436.0
453,日経225（ラージ）,4,2021-01-19,5549.0,6420.0,-871.0
454,日経225（ラージ）,4,2021-01-20,4703.0,3864.0,837.0
455,日経225（ラージ）,4,2021-01-21,3216.0,3635.0,-417.0
456,日経225（ラージ）,4,2021-01-22,3119.0,2876.0,11.0
457,日経225（ラージ）,4,2021-01-25,3109.0,3642.0,-533.0
458,日経225（ラージ）,4,2021-01-25,3109.0,3642.0,-533.0
459,日経225（ラージ）,4,2021-01-26,4039.0,3244.0,794.0
460,日経225（ラージ）,4,2021-01-26,4039.0,3244.0,794.0
461,日経225（ラージ）,4,2021-01-27,3229.0,3306.0,-76.0
462,日経225（ラージ）,4,2021-01-27,3229.0,3306.0,-76.0
463,日経225（ラージ）,4,2021-01-28,8663.0,7969.0,1120.0
464,日経225（ラージ）,4,2021-01-28,8663.0,7969.0,1120.0
465,日経225（ラージ）,4,2021-01-28,8663.0,7969.0,1120.0
466,日経225（ラージ）,4,2021-01-28,8663.0,7969.0,1120.0
467,日経225（ラージ）,4,2021-02-01,5765.0,6299.0,-1124.0
468,日経225（ラージ）,4,2021-02-02,4809.0,4741.0,68.0
469,日経225（ラージ）,4,2021-02-03,4967.0,5337.0,-370.0
470,日経225（ラージ）,4,2021-02-04,4712.0,3500.0,1211.0
471,日経225（ラージ）,4,2021-02-05,4702.0,6104.0,-1402.0
472,日経225（ラージ）,4,2021-02-08,6001.0,7420.0,-1418.0
473,日経225（ラージ）,4,2021-02-09,5093.0,3986.0,1105.0
474,日経225（ラージ）,4,2021-02-10,2566.0,2926.0,-360.0
475,日経225（ラージ）,4,2021-02-12,3916.0,3542.0,374.0
479,日経225（ラージ）,4,2021-02-12,3916.0,3542.0,374.0
4,日経225（ラージ）,1,2021-02-10,3326.0,11499.0,-8173.0
9,日経225（ラージ）,2,2021-02-10,18706.0,19662.0,-1118.0
14,日経225（ラージ）,3,2021-02-10,1999.0,7766.0,-5932.0
19,日経225（ラージ）,4,2021-02-10,2566.0,2926.0,-360.0
