,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
2,12800,モルガンスタンレー,Morgan Stanley MUFG,1530,12800.0,モルガンスタンレー,Morgan Stanley MUFG,748.0,165090005,FUT_TOPIX_2009,2020-08-27
3,11560,ゴールドマンサックス,Goldman Sachs Japan,901,11792.0,シティグループ証券,Citigroup Japan,700.0,165090005,FUT_TOPIX_2009,2020-08-27
4,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,246,11560.0,ゴールドマンサックス,Goldman Sachs Japan,699.0,165090005,FUT_TOPIX_2009,2020-08-27
5,11788,ソシエテ・ジェネラル,Societe Generale,114,11520.0,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,368.0,165090005,FUT_TOPIX_2009,2020-08-27
6,11696,みずほ証券,Mizuho Securities,53,12479.0,ＡＢＮアムロクリア,ABN AMRO Clearing,182.0,165090005,FUT_TOPIX_2009,2020-08-27
7,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,36,11696.0,みずほ証券,Mizuho Securities,71.0,165090005,FUT_TOPIX_2009,2020-08-27
8,12400,野村證券,Nomura Securities,29,12792.0,メリルリンチ日本証券,Merrill Lynch Japan,67.0,165090005,FUT_TOPIX_2009,2020-08-27
9,11256,ＳＢＩ証券,SBI SECURITIES,22,11788.0,ソシエテ・ジェネラル,Societe Generale,63.0,165090005,FUT_TOPIX_2009,2020-08-27
10,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,18,12400.0,野村證券,Nomura Securities,29.0,165090005,FUT_TOPIX_2009,2020-08-27
11,11635,クレディ・スイス証券,Credit Suisse Japan,6,11256.0,ＳＢＩ証券,SBI SECURITIES,22.0,165090005,FUT_TOPIX_2009,2020-08-27
12,12072,東海東京証券,Tokai Tokyo Sec,2,11635.0,クレディ・スイス証券,Credit Suisse Japan,6.0,165090005,FUT_TOPIX_2009,2020-08-27
13,-,-,-,-,12072.0,東海東京証券,Tokai Tokyo Sec,2.0,165090005,FUT_TOPIX_2009,2020-08-27
16,11792,シティグループ証券,Citigroup Japan,1815,11746.0,ＵＢＳ証券,UBS Securities Japan,1201.0,165090018,FUT_NK225_2009,2020-08-27
17,11560,ゴールドマンサックス,Goldman Sachs Japan,830,11560.0,ゴールドマンサックス,Goldman Sachs Japan,837.0,165090018,FUT_NK225_2009,2020-08-27
18,12792,メリルリンチ日本証券,Merrill Lynch Japan,514,11792.0,シティグループ証券,Citigroup Japan,771.0,165090018,FUT_NK225_2009,2020-08-27
19,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,351,11256.0,ＳＢＩ証券,SBI SECURITIES,330.0,165090018,FUT_NK225_2009,2020-08-27
20,11256,ＳＢＩ証券,SBI SECURITIES,330,12479.0,ＡＢＮアムロクリア,ABN AMRO Clearing,297.0,165090018,FUT_NK225_2009,2020-08-27
21,11788,ソシエテ・ジェネラル,Societe Generale,236,12336.0,日産証券,Nissan Securities,278.0,165090018,FUT_NK225_2009,2020-08-27
22,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,234,11788.0,ソシエテ・ジェネラル,Societe Generale,276.0,165090018,FUT_NK225_2009,2020-08-27
23,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,192,12792.0,メリルリンチ日本証券,Merrill Lynch Japan,226.0,165090018,FUT_NK225_2009,2020-08-27
24,12800,モルガンスタンレー,Morgan Stanley MUFG,159,11714.0,ＪＰモルガン証券,JPMorgan Japan,182.0,165090018,FUT_NK225_2009,2020-08-27
25,12400,野村證券,Nomura Securities,116,12800.0,モルガンスタンレー,Morgan Stanley MUFG,153.0,165090018,FUT_NK225_2009,2020-08-27
26,11696,みずほ証券,Mizuho Securities,76,12328.0,ＳＭＢＣ日興証券,SMBC Nikko Sec,136.0,165090018,FUT_NK225_2009,2020-08-27
27,11746,ＵＢＳ証券,UBS Securities Japan,57,12428.0,ＢＮＰパリバ証券,BNP Paribas (Japan),97.0,165090018,FUT_NK225_2009,2020-08-27
28,11714,ＪＰモルガン証券,JPMorgan Japan,38,12400.0,野村證券,Nomura Securities,91.0,165090018,FUT_NK225_2009,2020-08-27
29,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),30,11696.0,みずほ証券,Mizuho Securities,56.0,165090018,FUT_NK225_2009,2020-08-27
30,-,-,-,-,11520.0,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,33.0,165090018,FUT_NK225_2009,2020-08-27
31,-,-,-,-,12410.0,バークレイズ証券,Barclays Japan,9.0,165090018,FUT_NK225_2009,2020-08-27
32,-,-,-,-,11635.0,クレディ・スイス証券,Credit Suisse Japan,4.0,165090018,FUT_NK225_2009,2020-08-27
33,-,-,-,-,12000.0,大和証券,Daiwa Securities,1.0,165090018,FUT_NK225_2009,2020-08-27
36,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),1000,11788.0,ソシエテ・ジェネラル,Societe Generale,900.0,165120018,FUT_NK225_2012,2020-08-27
37,12410,バークレイズ証券,Barclays Japan,600,11560.0,ゴールドマンサックス,Goldman Sachs Japan,500.0,165120018,FUT_NK225_2012,2020-08-27
38,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,100,12400.0,野村證券,Nomura Securities,200.0,165120018,FUT_NK225_2012,2020-08-27
39,11256,ＳＢＩ証券,SBI SECURITIES,15,12479.0,ＡＢＮアムロクリア,ABN AMRO Clearing,100.0,165120018,FUT_NK225_2012,2020-08-27
40,-,-,-,-,11256.0,ＳＢＩ証券,SBI SECURITIES,15.0,165120018,FUT_NK225_2012,2020-08-27
43,11256,ＳＢＩ証券,SBI SECURITIES,29434,11256.0,ＳＢＩ証券,SBI SECURITIES,29434.0,165090019,FUT_NK225M_2009,2020-08-27
44,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,858,11520.0,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,858.0,165090019,FUT_NK225M_2009,2020-08-27
45,12400,野村證券,Nomura Securities,413,12400.0,野村證券,Nomura Securities,413.0,165090019,FUT_NK225M_2009,2020-08-27
48,11256,ＳＢＩ証券,SBI SECURITIES,84,11256.0,ＳＢＩ証券,SBI SECURITIES,84.0,165100019,FUT_NK225M_2010,2020-08-27
51,11256,ＳＢＩ証券,SBI SECURITIES,25,11256.0,ＳＢＩ証券,SBI SECURITIES,25.0,165110019,FUT_NK225M_2011,2020-08-27
