,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
2,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,459.0,12328.0,ＳＭＢＣ日興証券,SMBC Nikko Sec,459.0,165090005,FUT_TOPIX_2009,2020-08-21
3,11256,ＳＢＩ証券,SBI SECURITIES,10.0,11256.0,ＳＢＩ証券,SBI SECURITIES,10.0,165090005,FUT_TOPIX_2009,2020-08-21
4,12400,野村證券,Nomura Securities,8.0,12400.0,野村證券,Nomura Securities,8.0,165090005,FUT_TOPIX_2009,2020-08-21
7,11696,みずほ証券,Mizuho Securities,465.0,11696.0,みずほ証券,Mizuho Securities,465.0,165090018,FUT_NK225_2009,2020-08-21
8,11256,ＳＢＩ証券,SBI SECURITIES,411.0,11256.0,ＳＢＩ証券,SBI SECURITIES,411.0,165090018,FUT_NK225_2009,2020-08-21
9,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,255.0,12428.0,ＢＮＰパリバ証券,BNP Paribas (Japan),346.0,165090018,FUT_NK225_2009,2020-08-21
10,11788,ソシエテ・ジェネラル,Societe Generale,101.0,12479.0,ＡＢＮアムロクリア,ABN AMRO Clearing,73.0,165090018,FUT_NK225_2009,2020-08-21
11,12410,バークレイズ証券,Barclays Japan,71.0,11746.0,ＵＢＳ証券,UBS Securities Japan,8.0,165090018,FUT_NK225_2009,2020-08-21
14,11256,ＳＢＩ証券,SBI SECURITIES,21657.0,11256.0,ＳＢＩ証券,SBI SECURITIES,21657.0,165090019,FUT_NK225M_2009,2020-08-21
17,11256,ＳＢＩ証券,SBI SECURITIES,37.0,11256.0,ＳＢＩ証券,SBI SECURITIES,37.0,165100019,FUT_NK225M_2010,2020-08-21
20,11256,ＳＢＩ証券,SBI SECURITIES,26.0,11256.0,ＳＢＩ証券,SBI SECURITIES,26.0,165110019,FUT_NK225M_2011,2020-08-21
23,11256,ＳＢＩ証券,SBI SECURITIES,3.0,11256.0,ＳＢＩ証券,SBI SECURITIES,3.0,135091818,PUT_NK225_200911_21875,2020-08-21
26,11256,ＳＢＩ証券,SBI SECURITIES,40.0,11256.0,ＳＢＩ証券,SBI SECURITIES,40.0,135092018,PUT_NK225_200911_22000,2020-08-21
29,11256,ＳＢＩ証券,SBI SECURITIES,3.0,11256.0,ＳＢＩ証券,SBI SECURITIES,3.0,135092118,PUT_NK225_200911_22125,2020-08-21
32,11256,ＳＢＩ証券,SBI SECURITIES,10.0,11256.0,ＳＢＩ証券,SBI SECURITIES,10.0,135092218,PUT_NK225_200911_22250,2020-08-21
35,11256,ＳＢＩ証券,SBI SECURITIES,2.0,11256.0,ＳＢＩ証券,SBI SECURITIES,2.0,135092318,PUT_NK225_200911_22375,2020-08-21
38,11256,ＳＢＩ証券,SBI SECURITIES,20.0,11256.0,ＳＢＩ証券,SBI SECURITIES,20.0,135092518,PUT_NK225_200911_22500,2020-08-21
41,11256,ＳＢＩ証券,SBI SECURITIES,5.0,11256.0,ＳＢＩ証券,SBI SECURITIES,5.0,135092618,PUT_NK225_200911_22625,2020-08-21
44,11256,ＳＢＩ証券,SBI SECURITIES,7.0,11256.0,ＳＢＩ証券,SBI SECURITIES,7.0,135092718,PUT_NK225_200911_22750,2020-08-21
47,11256,ＳＢＩ証券,SBI SECURITIES,1.0,11256.0,ＳＢＩ証券,SBI SECURITIES,1.0,135092818,PUT_NK225_200911_22875,2020-08-21
50,11256,ＳＢＩ証券,SBI SECURITIES,3.0,11256.0,ＳＢＩ証券,SBI SECURITIES,3.0,135093018,PUT_NK225_200911_23000,2020-08-21
53,11256,ＳＢＩ証券,SBI SECURITIES,4.0,11256.0,ＳＢＩ証券,SBI SECURITIES,4.0,145093818,CAL_NK225_200911_23875,2020-08-21
56,11256,ＳＢＩ証券,SBI SECURITIES,32.0,11256.0,ＳＢＩ証券,SBI SECURITIES,32.0,145093718,CAL_NK225_200911_23750,2020-08-21
59,11256,ＳＢＩ証券,SBI SECURITIES,4.0,11256.0,ＳＢＩ証券,SBI SECURITIES,4.0,145093618,CAL_NK225_200911_23625,2020-08-21
62,11256,ＳＢＩ証券,SBI SECURITIES,40.0,11256.0,ＳＢＩ証券,SBI SECURITIES,40.0,145093518,CAL_NK225_200911_23500,2020-08-21
65,11256,ＳＢＩ証券,SBI SECURITIES,1.0,11256.0,ＳＢＩ証券,SBI SECURITIES,1.0,145093318,CAL_NK225_200911_23375,2020-08-21
68,11256,ＳＢＩ証券,SBI SECURITIES,11.0,11256.0,ＳＢＩ証券,SBI SECURITIES,11.0,145093218,CAL_NK225_200911_23250,2020-08-21
71,11256,ＳＢＩ証券,SBI SECURITIES,1.0,11256.0,ＳＢＩ証券,SBI SECURITIES,1.0,145093118,CAL_NK225_200911_23125,2020-08-21
74,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,150.0,12410.0,バークレイズ証券,Barclays Japan,150.0,145093018,CAL_NK225_200911_23000,2020-08-21
75,11256,ＳＢＩ証券,SBI SECURITIES,17.0,11256.0,ＳＢＩ証券,SBI SECURITIES,17.0,145093018,CAL_NK225_200911_23000,2020-08-21
