,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
2,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,5205,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,5250,166030005,FUT_TOPIX_2103,2021-01-13
3,11788,ソシエテ・ジェネラル,Societe Generale,2527,11788,ソシエテ・ジェネラル,Societe Generale,2522,166030005,FUT_TOPIX_2103,2021-01-13
4,11714,ＪＰモルガン証券,JPMorgan Japan,669,12792,BofA証券,BofA Securities,966,166030005,FUT_TOPIX_2103,2021-01-13
5,11635,クレディ・スイス証券,Credit Suisse Japan,392,11560,ゴールドマンサックス,Goldman Sachs Japan,509,166030005,FUT_TOPIX_2103,2021-01-13
6,12792,BofA証券,BofA Securities,368,11635,クレディ・スイス証券,Credit Suisse Japan,380,166030005,FUT_TOPIX_2103,2021-01-13
7,11560,ゴールドマンサックス,Goldman Sachs Japan,280,11714,ＪＰモルガン証券,JPMorgan Japan,362,166030005,FUT_TOPIX_2103,2021-01-13
8,12410,バークレイズ証券,Barclays Japan,266,12410,バークレイズ証券,Barclays Japan,239,166030005,FUT_TOPIX_2103,2021-01-13
9,12800,モルガンスタンレー,Morgan Stanley MUFG,213,12800,モルガンスタンレー,Morgan Stanley MUFG,155,166030005,FUT_TOPIX_2103,2021-01-13
10,11792,シティグループ証券,Citigroup Japan,141,12336,日産証券,Nissan Securities,63,166030005,FUT_TOPIX_2103,2021-01-13
11,12336,日産証券,Nissan Securities,124,12400,野村證券,Nomura Securities,55,166030005,FUT_TOPIX_2103,2021-01-13
12,11746,ＵＢＳ証券,UBS Securities Japan,113,11746,ＵＢＳ証券,UBS Securities Japan,38,166030005,FUT_TOPIX_2103,2021-01-13
13,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),110,12724,ＨＳＢＣ証券,HSBC (Japan),37,166030005,FUT_TOPIX_2103,2021-01-13
14,12400,野村證券,Nomura Securities,60,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,20,166030005,FUT_TOPIX_2103,2021-01-13
15,12724,ＨＳＢＣ証券,HSBC (Japan),59,11792,シティグループ証券,Citigroup Japan,14,166030005,FUT_TOPIX_2103,2021-01-13
16,11272,岡三証券,OKASAN SECURITIES,28,11060,ａｕカブコム証券,au Kabucom Securitie,14,166030005,FUT_TOPIX_2103,2021-01-13
17,11060,ａｕカブコム証券,au Kabucom Securitie,21,11256,ＳＢＩ証券,SBI SECURITIES,8,166030005,FUT_TOPIX_2103,2021-01-13
18,11696,みずほ証券,Mizuho Securities,21,11272,岡三証券,OKASAN SECURITIES,7,166030005,FUT_TOPIX_2103,2021-01-13
19,12795,インタラクティブ証券,Interactive Brokers,17,12560,松井証券,MATSUI SECURITIES,4,166030005,FUT_TOPIX_2103,2021-01-13
20,12888,山和証券,YAMAWA SECURITIES,12,12888,山和証券,YAMAWA SECURITIES,4,166030005,FUT_TOPIX_2103,2021-01-13
21,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,11,12795,インタラクティブ証券,Interactive Brokers,3,166030005,FUT_TOPIX_2103,2021-01-13
24,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,6875,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,6793,166030018,FUT_NK225_2103,2021-01-13
25,11788,ソシエテ・ジェネラル,Societe Generale,3536,11788,ソシエテ・ジェネラル,Societe Generale,3563,166030018,FUT_NK225_2103,2021-01-13
26,11714,ＪＰモルガン証券,JPMorgan Japan,350,11714,ＪＰモルガン証券,JPMorgan Japan,356,166030018,FUT_NK225_2103,2021-01-13
27,12800,モルガンスタンレー,Morgan Stanley MUFG,327,11256,ＳＢＩ証券,SBI SECURITIES,346,166030018,FUT_NK225_2103,2021-01-13
28,12057,楽天証券,Rakuten Securities,307,12057,楽天証券,Rakuten Securities,278,166030018,FUT_NK225_2103,2021-01-13
29,11256,ＳＢＩ証券,SBI SECURITIES,249,12410,バークレイズ証券,Barclays Japan,213,166030018,FUT_NK225_2103,2021-01-13
30,12560,松井証券,MATSUI SECURITIES,159,12560,松井証券,MATSUI SECURITIES,184,166030018,FUT_NK225_2103,2021-01-13
