,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
2,12724,ＨＳＢＣ証券,HSBC (Japan),2300,11788.0,ソシエテ・ジェネラル,Societe Generale,1387.0,165120005,FUT_TOPIX_2012,2020-09-23
3,11560,ゴールドマンサックス,Goldman Sachs Japan,1852,11560.0,ゴールドマンサックス,Goldman Sachs Japan,1112.0,165120005,FUT_TOPIX_2012,2020-09-23
4,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,1802,11746.0,ＵＢＳ証券,UBS Securities Japan,1000.0,165120005,FUT_TOPIX_2012,2020-09-23
5,12800,モルガンスタンレー,Morgan Stanley MUFG,911,12800.0,モルガンスタンレー,Morgan Stanley MUFG,911.0,165120005,FUT_TOPIX_2012,2020-09-23
6,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,334,11792.0,シティグループ証券,Citigroup Japan,735.0,165120005,FUT_TOPIX_2012,2020-09-23
7,12792,メリルリンチ日本証券,Merrill Lynch Japan,297,12479.0,ＡＢＮアムロクリア,ABN AMRO Clearing,727.0,165120005,FUT_TOPIX_2012,2020-09-23
8,12400,野村證券,Nomura Securities,123,11696.0,みずほ証券,Mizuho Securities,725.0,165120005,FUT_TOPIX_2012,2020-09-23
9,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,100,12792.0,メリルリンチ日本証券,Merrill Lynch Japan,297.0,165120005,FUT_TOPIX_2012,2020-09-23
10,11788,ソシエテ・ジェネラル,Societe Generale,68,12328.0,ＳＭＢＣ日興証券,SMBC Nikko Sec,282.0,165120005,FUT_TOPIX_2012,2020-09-23
11,12000,大和証券,Daiwa Securities,60,11635.0,クレディ・スイス証券,Credit Suisse Japan,268.0,165120005,FUT_TOPIX_2012,2020-09-23
12,11792,シティグループ証券,Citigroup Japan,45,11714.0,ＪＰモルガン証券,JPMorgan Japan,193.0,165120005,FUT_TOPIX_2012,2020-09-23
13,11256,ＳＢＩ証券,SBI SECURITIES,37,12428.0,ＢＮＰパリバ証券,BNP Paribas (Japan),150.0,165120005,FUT_TOPIX_2012,2020-09-23
14,12072,東海東京証券,Tokai Tokyo Sec,33,12400.0,野村證券,Nomura Securities,123.0,165120005,FUT_TOPIX_2012,2020-09-23
15,11635,クレディ・スイス証券,Credit Suisse Japan,18,11256.0,ＳＢＩ証券,SBI SECURITIES,37.0,165120005,FUT_TOPIX_2012,2020-09-23
16,-,-,-,-,12000.0,大和証券,Daiwa Securities,33.0,165120005,FUT_TOPIX_2012,2020-09-23
19,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,1288,11696.0,みずほ証券,Mizuho Securities,2332.0,165120018,FUT_NK225_2012,2020-09-23
20,11788,ソシエテ・ジェネラル,Societe Generale,1135,11746.0,ＵＢＳ証券,UBS Securities Japan,996.0,165120018,FUT_NK225_2012,2020-09-23
21,11746,ＵＢＳ証券,UBS Securities Japan,1105,11256.0,ＳＢＩ証券,SBI SECURITIES,720.0,165120018,FUT_NK225_2012,2020-09-23
22,11792,シティグループ証券,Citigroup Japan,1044,12479.0,ＡＢＮアムロクリア,ABN AMRO Clearing,615.0,165120018,FUT_NK225_2012,2020-09-23
23,11560,ゴールドマンサックス,Goldman Sachs Japan,757,12400.0,野村證券,Nomura Securities,545.0,165120018,FUT_NK225_2012,2020-09-23
24,11256,ＳＢＩ証券,SBI SECURITIES,720,11520.0,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,445.0,165120018,FUT_NK225_2012,2020-09-23
25,12400,野村證券,Nomura Securities,295,11560.0,ゴールドマンサックス,Goldman Sachs Japan,390.0,165120018,FUT_NK225_2012,2020-09-23
26,11696,みずほ証券,Mizuho Securities,287,12428.0,ＢＮＰパリバ証券,BNP Paribas (Japan),385.0,165120018,FUT_NK225_2012,2020-09-23
27,12792,メリルリンチ日本証券,Merrill Lynch Japan,261,12792.0,メリルリンチ日本証券,Merrill Lynch Japan,271.0,165120018,FUT_NK225_2012,2020-09-23
28,11714,ＪＰモルガン証券,JPMorgan Japan,100,12410.0,バークレイズ証券,Barclays Japan,128.0,165120018,FUT_NK225_2012,2020-09-23
29,12000,大和証券,Daiwa Securities,94,11714.0,ＪＰモルガン証券,JPMorgan Japan,114.0,165120018,FUT_NK225_2012,2020-09-23
30,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,56,12336.0,日産証券,Nissan Securities,94.0,165120018,FUT_NK225_2012,2020-09-23
31,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),27,11788.0,ソシエテ・ジェネラル,Societe Generale,67.0,165120018,FUT_NK225_2012,2020-09-23
32,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,10,11792.0,シティグループ証券,Citigroup Japan,56.0,165120018,FUT_NK225_2012,2020-09-23
33,12800,モルガンスタンレー,Morgan Stanley MUFG,5,12000.0,大和証券,Daiwa Securities,11.0,165120018,FUT_NK225_2012,2020-09-23
34,-,-,-,-,12328.0,ＳＭＢＣ日興証券,SMBC Nikko Sec,10.0,165120018,FUT_NK225_2012,2020-09-23
35,-,-,-,-,12800.0,モルガンスタンレー,Morgan Stanley MUFG,5.0,165120018,FUT_NK225_2012,2020-09-23
38,11256,ＳＢＩ証券,SBI SECURITIES,2,11256.0,ＳＢＩ証券,SBI SECURITIES,2.0,166030018,FUT_NK225_2103,2020-09-23
41,11696,みずほ証券,Mizuho Securities,22500,11792.0,シティグループ証券,Citigroup Japan,10000.0,165100019,FUT_NK225M_2010,2020-09-23
42,11256,ＳＢＩ証券,SBI SECURITIES,2022,11746.0,ＵＢＳ証券,UBS Securities Japan,10000.0,165100019,FUT_NK225M_2010,2020-09-23
43,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,1000,11256.0,ＳＢＩ証券,SBI SECURITIES,2022.0,165100019,FUT_NK225M_2010,2020-09-23
44,-,-,-,-,12479.0,ＡＢＮアムロクリア,ABN AMRO Clearing,2000.0,165100019,FUT_NK225M_2010,2020-09-23
45,-,-,-,-,11788.0,ソシエテ・ジェネラル,Societe Generale,1500.0,165100019,FUT_NK225M_2010,2020-09-23
48,11256,ＳＢＩ証券,SBI SECURITIES,110,11256.0,ＳＢＩ証券,SBI SECURITIES,110.0,165110019,FUT_NK225M_2011,2020-09-23
51,11256,ＳＢＩ証券,SBI SECURITIES,26311,11256.0,ＳＢＩ証券,SBI SECURITIES,26311.0,165120019,FUT_NK225M_2012,2020-09-23
52,12400,野村證券,Nomura Securities,2611,12400.0,野村證券,Nomura Securities,2611.0,165120019,FUT_NK225M_2012,2020-09-23
55,12400,野村證券,Nomura Securities,688,12400.0,野村證券,Nomura Securities,688.0,135102318,PUT_NK225_201009_22375,2020-09-23
56,11256,ＳＢＩ証券,SBI SECURITIES,7,11256.0,ＳＢＩ証券,SBI SECURITIES,7.0,135102318,PUT_NK225_201009_22375,2020-09-23
59,11696,みずほ証券,Mizuho Securities,300,11792.0,シティグループ証券,Citigroup Japan,200.0,135102518,PUT_NK225_201009_22500,2020-09-23
60,12000,大和証券,Daiwa Securities,200,12479.0,ＡＢＮアムロクリア,ABN AMRO Clearing,200.0,135102518,PUT_NK225_201009_22500,2020-09-23
61,11256,ＳＢＩ証券,SBI SECURITIES,94,11714.0,ＪＰモルガン証券,JPMorgan Japan,100.0,135102518,PUT_NK225_201009_22500,2020-09-23
62,-,-,-,-,11256.0,ＳＢＩ証券,SBI SECURITIES,94.0,135102518,PUT_NK225_201009_22500,2020-09-23
65,11256,ＳＢＩ証券,SBI SECURITIES,3,11256.0,ＳＢＩ証券,SBI SECURITIES,3.0,135102618,PUT_NK225_201009_22625,2020-09-23
68,11256,ＳＢＩ証券,SBI SECURITIES,9,11256.0,ＳＢＩ証券,SBI SECURITIES,9.0,135102718,PUT_NK225_201009_22750,2020-09-23
71,11256,ＳＢＩ証券,SBI SECURITIES,2,11256.0,ＳＢＩ証券,SBI SECURITIES,2.0,135102818,PUT_NK225_201009_22875,2020-09-23
74,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,150,11792.0,シティグループ証券,Citigroup Japan,100.0,135103018,PUT_NK225_201009_23000,2020-09-23
75,11560,ゴールドマンサックス,Goldman Sachs Japan,100,12479.0,ＡＢＮアムロクリア,ABN AMRO Clearing,100.0,135103018,PUT_NK225_201009_23000,2020-09-23
76,11256,ＳＢＩ証券,SBI SECURITIES,52,11256.0,ＳＢＩ証券,SBI SECURITIES,52.0,135103018,PUT_NK225_201009_23000,2020-09-23
77,-,-,-,-,11788.0,ソシエテ・ジェネラル,Societe Generale,50.0,135103018,PUT_NK225_201009_23000,2020-09-23
80,11256,ＳＢＩ証券,SBI SECURITIES,2,11256.0,ＳＢＩ証券,SBI SECURITIES,2.0,135103118,PUT_NK225_201009_23125,2020-09-23
83,12800,モルガンスタンレー,Morgan Stanley MUFG,250,12800.0,モルガンスタンレー,Morgan Stanley MUFG,250.0,135103218,PUT_NK225_201009_23250,2020-09-23
84,11256,ＳＢＩ証券,SBI SECURITIES,12,11256.0,ＳＢＩ証券,SBI SECURITIES,12.0,135103218,PUT_NK225_201009_23250,2020-09-23
87,11256,ＳＢＩ証券,SBI SECURITIES,1,11256.0,ＳＢＩ証券,SBI SECURITIES,1.0,135103318,PUT_NK225_201009_23375,2020-09-23
90,11256,ＳＢＩ証券,SBI SECURITIES,1,11256.0,ＳＢＩ証券,SBI SECURITIES,1.0,135103518,PUT_NK225_201009_23500,2020-09-23
93,11256,ＳＢＩ証券,SBI SECURITIES,1,11256.0,ＳＢＩ証券,SBI SECURITIES,1.0,135103618,PUT_NK225_201009_23625,2020-09-23
96,11256,ＳＢＩ証券,SBI SECURITIES,21,11256.0,ＳＢＩ証券,SBI SECURITIES,21.0,145104318,CAL_NK225_201009_24375,2020-09-23
99,11714,ＪＰモルガン証券,JPMorgan Japan,100,12479.0,ＡＢＮアムロクリア,ABN AMRO Clearing,100.0,145104218,CAL_NK225_201009_24250,2020-09-23
100,11256,ＳＢＩ証券,SBI SECURITIES,93,11256.0,ＳＢＩ証券,SBI SECURITIES,93.0,145104218,CAL_NK225_201009_24250,2020-09-23
103,11256,ＳＢＩ証券,SBI SECURITIES,42,11256.0,ＳＢＩ証券,SBI SECURITIES,42.0,145104118,CAL_NK225_201009_24125,2020-09-23
106,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,200,12000.0,大和証券,Daiwa Securities,200.0,145104018,CAL_NK225_201009_24000,2020-09-23
107,12792,メリルリンチ日本証券,Merrill Lynch Japan,200,12479.0,ＡＢＮアムロクリア,ABN AMRO Clearing,200.0,145104018,CAL_NK225_201009_24000,2020-09-23
108,11256,ＳＢＩ証券,SBI SECURITIES,126,11256.0,ＳＢＩ証券,SBI SECURITIES,126.0,145104018,CAL_NK225_201009_24000,2020-09-23
109,12400,野村證券,Nomura Securities,108,12400.0,野村證券,Nomura Securities,108.0,145104018,CAL_NK225_201009_24000,2020-09-23
112,11256,ＳＢＩ証券,SBI SECURITIES,40,11256.0,ＳＢＩ証券,SBI SECURITIES,40.0,145103818,CAL_NK225_201009_23875,2020-09-23
115,11256,ＳＢＩ証券,SBI SECURITIES,30,11256.0,ＳＢＩ証券,SBI SECURITIES,30.0,145103718,CAL_NK225_201009_23750,2020-09-23
118,11256,ＳＢＩ証券,SBI SECURITIES,15,11256.0,ＳＢＩ証券,SBI SECURITIES,15.0,145103618,CAL_NK225_201009_23625,2020-09-23
121,11256,ＳＢＩ証券,SBI SECURITIES,137,11256.0,ＳＢＩ証券,SBI SECURITIES,137.0,145103518,CAL_NK225_201009_23500,2020-09-23
124,11256,ＳＢＩ証券,SBI SECURITIES,14,11256.0,ＳＢＩ証券,SBI SECURITIES,14.0,145103318,CAL_NK225_201009_23375,2020-09-23
127,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,300,12800.0,モルガンスタンレー,Morgan Stanley MUFG,250.0,145103218,CAL_NK225_201009_23250,2020-09-23
128,12800,モルガンスタンレー,Morgan Stanley MUFG,250,12792.0,メリルリンチ日本証券,Merrill Lynch Japan,200.0,145103218,CAL_NK225_201009_23250,2020-09-23
129,11256,ＳＢＩ証券,SBI SECURITIES,27,11792.0,シティグループ証券,Citigroup Japan,100.0,145103218,CAL_NK225_201009_23250,2020-09-23
130,-,-,-,-,11256.0,ＳＢＩ証券,SBI SECURITIES,27.0,145103218,CAL_NK225_201009_23250,2020-09-23
133,11256,ＳＢＩ証券,SBI SECURITIES,2,11256.0,ＳＢＩ証券,SBI SECURITIES,2.0,145103118,CAL_NK225_201009_23125,2020-09-23
