,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
2,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,13754,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,13153,165090005,FUT_TOPIX_2009,2020-08-25
3,11788,ソシエテ・ジェネラル,Societe Generale,12195,11788,ソシエテ・ジェネラル,Societe Generale,11897,165090005,FUT_TOPIX_2009,2020-08-25
4,12792,メリルリンチ日本証券,Merrill Lynch Japan,1968,12792,メリルリンチ日本証券,Merrill Lynch Japan,2125,165090005,FUT_TOPIX_2009,2020-08-25
5,11714,ＪＰモルガン証券,JPMorgan Japan,1713,11714,ＪＰモルガン証券,JPMorgan Japan,2060,165090005,FUT_TOPIX_2009,2020-08-25
6,11635,クレディ・スイス証券,Credit Suisse Japan,1476,12410,バークレイズ証券,Barclays Japan,1705,165090005,FUT_TOPIX_2009,2020-08-25
7,12410,バークレイズ証券,Barclays Japan,1312,11635,クレディ・スイス証券,Credit Suisse Japan,1327,165090005,FUT_TOPIX_2009,2020-08-25
8,12800,モルガンスタンレー,Morgan Stanley MUFG,1223,11256,ＳＢＩ証券,SBI SECURITIES,1325,165090005,FUT_TOPIX_2009,2020-08-25
9,12400,野村證券,Nomura Securities,1120,11560,ゴールドマンサックス,Goldman Sachs Japan,981,165090005,FUT_TOPIX_2009,2020-08-25
10,12176,ドイツ証券,Deutsche Securities,1045,12800,モルガンスタンレー,Morgan Stanley MUFG,977,165090005,FUT_TOPIX_2009,2020-08-25
11,11256,ＳＢＩ証券,SBI SECURITIES,790,12400,野村證券,Nomura Securities,956,165090005,FUT_TOPIX_2009,2020-08-25
12,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),501,11792,シティグループ証券,Citigroup Japan,448,165090005,FUT_TOPIX_2009,2020-08-25
13,11560,ゴールドマンサックス,Goldman Sachs Japan,425,12176,ドイツ証券,Deutsche Securities,379,165090005,FUT_TOPIX_2009,2020-08-25
14,11746,ＵＢＳ証券,UBS Securities Japan,389,11696,みずほ証券,Mizuho Securities,308,165090005,FUT_TOPIX_2009,2020-08-25
15,11696,みずほ証券,Mizuho Securities,331,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,305,165090005,FUT_TOPIX_2009,2020-08-25
16,12724,ＨＳＢＣ証券,HSBC (Japan),236,11272,岡三証券,OKASAN SECURITIES,245,165090005,FUT_TOPIX_2009,2020-08-25
17,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,233,12000,大和証券,Daiwa Securities,225,165090005,FUT_TOPIX_2009,2020-08-25
18,12000,大和証券,Daiwa Securities,216,12336,日産証券,Nissan Securities,200,165090005,FUT_TOPIX_2009,2020-08-25
19,12336,日産証券,Nissan Securities,192,11746,ＵＢＳ証券,UBS Securities Japan,192,165090005,FUT_TOPIX_2009,2020-08-25
20,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,101,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),173,165090005,FUT_TOPIX_2009,2020-08-25
21,12896,豊証券,Yutaka Securities,96,11060,ａｕカブコム証券,au Kabucom Securitie,141,165090005,FUT_TOPIX_2009,2020-08-25
