,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
2,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,18695,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,18556,166030005,FUT_TOPIX_2103,2021-01-14
3,11788,ソシエテ・ジェネラル,Societe Generale,18069,11788,ソシエテ・ジェネラル,Societe Generale,17391,166030005,FUT_TOPIX_2103,2021-01-14
4,12410,バークレイズ証券,Barclays Japan,2175,11635,クレディ・スイス証券,Credit Suisse Japan,2052,166030005,FUT_TOPIX_2103,2021-01-14
5,12792,BofA証券,BofA Securities,1687,12410,バークレイズ証券,Barclays Japan,1788,166030005,FUT_TOPIX_2103,2021-01-14
6,11560,ゴールドマンサックス,Goldman Sachs Japan,1455,11714,ＪＰモルガン証券,JPMorgan Japan,1745,166030005,FUT_TOPIX_2103,2021-01-14
7,11714,ＪＰモルガン証券,JPMorgan Japan,1310,12800,モルガンスタンレー,Morgan Stanley MUFG,1521,166030005,FUT_TOPIX_2103,2021-01-14
8,12400,野村證券,Nomura Securities,1282,12792,BofA証券,BofA Securities,1407,166030005,FUT_TOPIX_2103,2021-01-14
9,12800,モルガンスタンレー,Morgan Stanley MUFG,1040,11560,ゴールドマンサックス,Goldman Sachs Japan,1113,166030005,FUT_TOPIX_2103,2021-01-14
10,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),969,11746,ＵＢＳ証券,UBS Securities Japan,919,166030005,FUT_TOPIX_2103,2021-01-14
11,11635,クレディ・スイス証券,Credit Suisse Japan,665,12400,野村證券,Nomura Securities,916,166030005,FUT_TOPIX_2103,2021-01-14
12,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,601,12176,ドイツ証券,Deutsche Securities,856,166030005,FUT_TOPIX_2103,2021-01-14
13,11696,みずほ証券,Mizuho Securities,590,11696,みずほ証券,Mizuho Securities,476,166030005,FUT_TOPIX_2103,2021-01-14
14,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,569,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),464,166030005,FUT_TOPIX_2103,2021-01-14
15,12795,インタラクティブ証券,Interactive Brokers,495,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,380,166030005,FUT_TOPIX_2103,2021-01-14
16,11256,ＳＢＩ証券,SBI SECURITIES,335,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,282,166030005,FUT_TOPIX_2103,2021-01-14
17,11746,ＵＢＳ証券,UBS Securities Japan,315,12000,大和証券,Daiwa Securities,265,166030005,FUT_TOPIX_2103,2021-01-14
18,12000,大和証券,Daiwa Securities,224,12336,日産証券,Nissan Securities,248,166030005,FUT_TOPIX_2103,2021-01-14
19,12336,日産証券,Nissan Securities,211,12464,廣田証券,HIROTA SECURITIES,209,166030005,FUT_TOPIX_2103,2021-01-14
20,12464,廣田証券,HIROTA SECURITIES,198,11256,ＳＢＩ証券,SBI SECURITIES,143,166030005,FUT_TOPIX_2103,2021-01-14
21,11272,岡三証券,OKASAN SECURITIES,127,11272,岡三証券,OKASAN SECURITIES,131,166030005,FUT_TOPIX_2103,2021-01-14
24,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,28790,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,28941,166030018,FUT_NK225_2103,2021-01-14
25,11788,ソシエテ・ジェネラル,Societe Generale,21062,11788,ソシエテ・ジェネラル,Societe Generale,21291,166030018,FUT_NK225_2103,2021-01-14
26,11714,ＪＰモルガン証券,JPMorgan Japan,3649,12400,野村證券,Nomura Securities,3064,166030018,FUT_NK225_2103,2021-01-14
27,11256,ＳＢＩ証券,SBI SECURITIES,3572,11256,ＳＢＩ証券,SBI SECURITIES,2908,166030018,FUT_NK225_2103,2021-01-14
28,12400,野村證券,Nomura Securities,1816,12800,モルガンスタンレー,Morgan Stanley MUFG,1986,166030018,FUT_NK225_2103,2021-01-14
29,12410,バークレイズ証券,Barclays Japan,1683,11714,ＪＰモルガン証券,JPMorgan Japan,1700,166030018,FUT_NK225_2103,2021-01-14
30,12800,モルガンスタンレー,Morgan Stanley MUFG,1393,12057,楽天証券,Rakuten Securities,1517,166030018,FUT_NK225_2103,2021-01-14
31,12057,楽天証券,Rakuten Securities,1383,11635,クレディ・スイス証券,Credit Suisse Japan,1133,166030018,FUT_NK225_2103,2021-01-14
32,12336,日産証券,Nissan Securities,1260,12792,BofA証券,BofA Securities,1082,166030018,FUT_NK225_2103,2021-01-14
33,11560,ゴールドマンサックス,Goldman Sachs Japan,1191,12410,バークレイズ証券,Barclays Japan,1057,166030018,FUT_NK225_2103,2021-01-14
34,12792,BofA証券,BofA Securities,859,12336,日産証券,Nissan Securities,970,166030018,FUT_NK225_2103,2021-01-14
35,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,840,12176,ドイツ証券,Deutsche Securities,953,166030018,FUT_NK225_2103,2021-01-14
36,12560,松井証券,MATSUI SECURITIES,737,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,835,166030018,FUT_NK225_2103,2021-01-14
37,12000,大和証券,Daiwa Securities,728,12560,松井証券,MATSUI SECURITIES,747,166030018,FUT_NK225_2103,2021-01-14
38,11746,ＵＢＳ証券,UBS Securities Japan,666,11746,ＵＢＳ証券,UBS Securities Japan,627,166030018,FUT_NK225_2103,2021-01-14
39,11272,岡三証券,OKASAN SECURITIES,541,11272,岡三証券,OKASAN SECURITIES,565,166030018,FUT_NK225_2103,2021-01-14
40,11696,みずほ証券,Mizuho Securities,481,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),553,166030018,FUT_NK225_2103,2021-01-14
41,11060,ａｕカブコム証券,au Kabucom Securitie,473,11060,ａｕカブコム証券,au Kabucom Securitie,490,166030018,FUT_NK225_2103,2021-01-14
42,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),393,12000,大和証券,Daiwa Securities,452,166030018,FUT_NK225_2103,2021-01-14
43,11727,ＧＭＯクリック証券,GMO CLICK Securities,343,11696,みずほ証券,Mizuho Securities,415,166030018,FUT_NK225_2103,2021-01-14
46,11788,ソシエテ・ジェネラル,Societe Generale,264,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,177,166060018,FUT_NK225_2106,2021-01-14
47,11060,ａｕカブコム証券,au Kabucom Securitie,132,11788,ソシエテ・ジェネラル,Societe Generale,169,166060018,FUT_NK225_2106,2021-01-14
48,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,114,11060,ａｕカブコム証券,au Kabucom Securitie,131,166060018,FUT_NK225_2106,2021-01-14
49,12560,松井証券,MATSUI SECURITIES,30,11256,ＳＢＩ証券,SBI SECURITIES,34,166060018,FUT_NK225_2106,2021-01-14
50,12057,楽天証券,Rakuten Securities,22,12560,松井証券,MATSUI SECURITIES,29,166060018,FUT_NK225_2106,2021-01-14
51,11256,ＳＢＩ証券,SBI SECURITIES,21,12057,楽天証券,Rakuten Securities,22,166060018,FUT_NK225_2106,2021-01-14
52,11272,岡三証券,OKASAN SECURITIES,7,12336,日産証券,Nissan Securities,13,166060018,FUT_NK225_2106,2021-01-14
53,12330,マネックス証券,Monex,6,11784,ＳＢＩネオトレード,SBI Neotrade,8,166060018,FUT_NK225_2106,2021-01-14
54,12336,日産証券,Nissan Securities,4,12330,マネックス証券,Monex,7,166060018,FUT_NK225_2106,2021-01-14
55,11727,ＧＭＯクリック証券,GMO CLICK Securities,3,11272,岡三証券,OKASAN SECURITIES,6,166060018,FUT_NK225_2106,2021-01-14
56,12410,バークレイズ証券,Barclays Japan,1,11727,ＧＭＯクリック証券,GMO CLICK Securities,4,166060018,FUT_NK225_2106,2021-01-14
57,-,-,-,-,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),2,166060018,FUT_NK225_2106,2021-01-14
58,-,-,-,-,11635,クレディ・スイス証券,Credit Suisse Japan,2,166060018,FUT_NK225_2106,2021-01-14
61,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,15287,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,15177,166020019,FUT_NK225M_2102,2021-01-14
62,11788,ソシエテ・ジェネラル,Societe Generale,6972,11788,ソシエテ・ジェネラル,Societe Generale,5151,166020019,FUT_NK225M_2102,2021-01-14
63,11256,ＳＢＩ証券,SBI SECURITIES,2831,11256,ＳＢＩ証券,SBI SECURITIES,2868,166020019,FUT_NK225M_2102,2021-01-14
64,12057,楽天証券,Rakuten Securities,2323,12057,楽天証券,Rakuten Securities,2515,166020019,FUT_NK225M_2102,2021-01-14
65,11060,ａｕカブコム証券,au Kabucom Securitie,928,12800,モルガンスタンレー,Morgan Stanley MUFG,1147,166020019,FUT_NK225M_2102,2021-01-14
66,11784,ＳＢＩネオトレード,SBI Neotrade,657,11060,ａｕカブコム証券,au Kabucom Securitie,1073,166020019,FUT_NK225M_2102,2021-01-14
67,12330,マネックス証券,Monex,534,11784,ＳＢＩネオトレード,SBI Neotrade,790,166020019,FUT_NK225M_2102,2021-01-14
68,12560,松井証券,MATSUI SECURITIES,399,12330,マネックス証券,Monex,560,166020019,FUT_NK225M_2102,2021-01-14
69,11727,ＧＭＯクリック証券,GMO CLICK Securities,231,12560,松井証券,MATSUI SECURITIES,473,166020019,FUT_NK225M_2102,2021-01-14
70,11635,クレディ・スイス証券,Credit Suisse Japan,150,11727,ＧＭＯクリック証券,GMO CLICK Securities,225,166020019,FUT_NK225M_2102,2021-01-14
71,11272,岡三証券,OKASAN SECURITIES,61,12410,バークレイズ証券,Barclays Japan,173,166020019,FUT_NK225M_2102,2021-01-14
72,12000,大和証券,Daiwa Securities,48,11635,クレディ・スイス証券,Credit Suisse Japan,150,166020019,FUT_NK225M_2102,2021-01-14
73,12336,日産証券,Nissan Securities,44,11272,岡三証券,OKASAN SECURITIES,63,166020019,FUT_NK225M_2102,2021-01-14
74,11216,永和証券,Eiwa Securities,30,12795,インタラクティブ証券,Interactive Brokers,54,166020019,FUT_NK225M_2102,2021-01-14
75,12795,インタラクティブ証券,Interactive Brokers,30,12000,大和証券,Daiwa Securities,51,166020019,FUT_NK225M_2102,2021-01-14
76,12410,バークレイズ証券,Barclays Japan,23,11714,ＪＰモルガン証券,JPMorgan Japan,45,166020019,FUT_NK225M_2102,2021-01-14
77,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,20,12336,日産証券,Nissan Securities,42,166020019,FUT_NK225M_2102,2021-01-14
78,11714,ＪＰモルガン証券,JPMorgan Japan,15,11216,永和証券,Eiwa Securities,28,166020019,FUT_NK225M_2102,2021-01-14
