,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
2,11696,みずほ証券,Mizuho Securities,4902,11788,ソシエテ・ジェネラル,Societe Generale,5414,165090005,FUT_TOPIX_2009,2020-08-12
3,12400,野村證券,Nomura Securities,3579,11696,みずほ証券,Mizuho Securities,3431,165090005,FUT_TOPIX_2009,2020-08-12
4,12000,大和証券,Daiwa Securities,2880,11560,ゴールドマンサックス,Goldman Sachs Japan,1918,165090005,FUT_TOPIX_2009,2020-08-12
5,11560,ゴールドマンサックス,Goldman Sachs Japan,1418,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,1377,165090005,FUT_TOPIX_2009,2020-08-12
6,11714,ＪＰモルガン証券,JPMorgan Japan,1000,12400,野村證券,Nomura Securities,1229,165090005,FUT_TOPIX_2009,2020-08-12
7,12724,ＨＳＢＣ証券,HSBC (Japan),800,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,940,165090005,FUT_TOPIX_2009,2020-08-12
8,11792,シティグループ証券,Citigroup Japan,629,12792,メリルリンチ日本証券,Merrill Lynch Japan,810,165090005,FUT_TOPIX_2009,2020-08-12
9,12800,モルガンスタンレー,Morgan Stanley MUFG,163,11714,ＪＰモルガン証券,JPMorgan Japan,300,165090005,FUT_TOPIX_2009,2020-08-12
10,12792,メリルリンチ日本証券,Merrill Lynch Japan,100,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),140,165090005,FUT_TOPIX_2009,2020-08-12
11,11788,ソシエテ・ジェネラル,Societe Generale,94,12800,モルガンスタンレー,Morgan Stanley MUFG,88,165090005,FUT_TOPIX_2009,2020-08-12
12,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,92,12000,大和証券,Daiwa Securities,86,165090005,FUT_TOPIX_2009,2020-08-12
13,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,71,11746,ＵＢＳ証券,UBS Securities Japan,75,165090005,FUT_TOPIX_2009,2020-08-12
14,11635,クレディ・スイス証券,Credit Suisse Japan,65,11635,クレディ・スイス証券,Credit Suisse Japan,65,165090005,FUT_TOPIX_2009,2020-08-12
15,12072,東海東京証券,Tokai Tokyo Sec,63,11256,ＳＢＩ証券,SBI SECURITIES,60,165090005,FUT_TOPIX_2009,2020-08-12
16,11256,ＳＢＩ証券,SBI SECURITIES,60,11792,シティグループ証券,Citigroup Japan,59,165090005,FUT_TOPIX_2009,2020-08-12
17,11746,ＵＢＳ証券,UBS Securities Japan,50,12072,東海東京証券,Tokai Tokyo Sec,4,165090005,FUT_TOPIX_2009,2020-08-12
18,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,32,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,2,165090005,FUT_TOPIX_2009,2020-08-12
21,11696,みずほ証券,Mizuho Securities,1000,11714,ＪＰモルガン証券,JPMorgan Japan,1000,165120005,FUT_TOPIX_2012,2020-08-12
22,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,700,12724,ＨＳＢＣ証券,HSBC (Japan),800,165120005,FUT_TOPIX_2012,2020-08-12
23,11788,ソシエテ・ジェネラル,Societe Generale,100,-,-,-,-,165120005,FUT_TOPIX_2012,2020-08-12
26,12400,野村證券,Nomura Securities,2913,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,3127,165090018,FUT_NK225_2009,2020-08-12
