,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
2,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,15410,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,15338,166030005,FUT_TOPIX_2103,2021-01-15
3,11788,ソシエテ・ジェネラル,Societe Generale,13636,11788,ソシエテ・ジェネラル,Societe Generale,14942,166030005,FUT_TOPIX_2103,2021-01-15
4,12410,バークレイズ証券,Barclays Japan,2165,12400,野村證券,Nomura Securities,2074,166030005,FUT_TOPIX_2103,2021-01-15
5,11635,クレディ・スイス証券,Credit Suisse Japan,2091,11696,みずほ証券,Mizuho Securities,2064,166030005,FUT_TOPIX_2103,2021-01-15
6,11560,ゴールドマンサックス,Goldman Sachs Japan,2048,12800,モルガンスタンレー,Morgan Stanley MUFG,1446,166030005,FUT_TOPIX_2103,2021-01-15
7,12400,野村證券,Nomura Securities,1705,12792,BofA証券,BofA Securities,1428,166030005,FUT_TOPIX_2103,2021-01-15
8,12792,BofA証券,BofA Securities,1399,12410,バークレイズ証券,Barclays Japan,1147,166030005,FUT_TOPIX_2103,2021-01-15
9,11714,ＪＰモルガン証券,JPMorgan Japan,1355,11714,ＪＰモルガン証券,JPMorgan Japan,1116,166030005,FUT_TOPIX_2103,2021-01-15
10,12800,モルガンスタンレー,Morgan Stanley MUFG,1306,11635,クレディ・スイス証券,Credit Suisse Japan,1063,166030005,FUT_TOPIX_2103,2021-01-15
11,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),777,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),635,166030005,FUT_TOPIX_2103,2021-01-15
12,11746,ＵＢＳ証券,UBS Securities Japan,383,11560,ゴールドマンサックス,Goldman Sachs Japan,563,166030005,FUT_TOPIX_2103,2021-01-15
13,12000,大和証券,Daiwa Securities,307,12000,大和証券,Daiwa Securities,446,166030005,FUT_TOPIX_2103,2021-01-15
14,12176,ドイツ証券,Deutsche Securities,286,11746,ＵＢＳ証券,UBS Securities Japan,290,166030005,FUT_TOPIX_2103,2021-01-15
15,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,215,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,227,166030005,FUT_TOPIX_2103,2021-01-15
16,12464,廣田証券,HIROTA SECURITIES,184,12464,廣田証券,HIROTA SECURITIES,172,166030005,FUT_TOPIX_2103,2021-01-15
17,12336,日産証券,Nissan Securities,176,12336,日産証券,Nissan Securities,160,166030005,FUT_TOPIX_2103,2021-01-15
18,12795,インタラクティブ証券,Interactive Brokers,171,12795,インタラクティブ証券,Interactive Brokers,156,166030005,FUT_TOPIX_2103,2021-01-15
19,11060,ａｕカブコム証券,au Kabucom Securitie,158,11060,ａｕカブコム証券,au Kabucom Securitie,154,166030005,FUT_TOPIX_2103,2021-01-15
20,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,122,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,149,166030005,FUT_TOPIX_2103,2021-01-15
21,12072,東海東京証券,Tokai Tokyo Sec,115,12176,ドイツ証券,Deutsche Securities,146,166030005,FUT_TOPIX_2103,2021-01-15
24,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,15810,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,16270,166030018,FUT_NK225_2103,2021-01-15
25,11788,ソシエテ・ジェネラル,Societe Generale,11147,11788,ソシエテ・ジェネラル,Societe Generale,11893,166030018,FUT_NK225_2103,2021-01-15
26,12400,野村證券,Nomura Securities,1808,11256,ＳＢＩ証券,SBI SECURITIES,2079,166030018,FUT_NK225_2103,2021-01-15
27,11560,ゴールドマンサックス,Goldman Sachs Japan,1807,12400,野村證券,Nomura Securities,1665,166030018,FUT_NK225_2103,2021-01-15
28,11714,ＪＰモルガン証券,JPMorgan Japan,1675,11714,ＪＰモルガン証券,JPMorgan Japan,1111,166030018,FUT_NK225_2103,2021-01-15
29,11792,シティグループ証券,Citigroup Japan,1295,12336,日産証券,Nissan Securities,855,166030018,FUT_NK225_2103,2021-01-15
