,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
2,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,4849,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,4825,165090005,FUT_TOPIX_2009,2020-08-20
3,11788,ソシエテ・ジェネラル,Societe Generale,2251,11788,ソシエテ・ジェネラル,Societe Generale,2131,165090005,FUT_TOPIX_2009,2020-08-20
4,11714,ＪＰモルガン証券,JPMorgan Japan,1037,12410,バークレイズ証券,Barclays Japan,689,165090005,FUT_TOPIX_2009,2020-08-20
5,12792,メリルリンチ日本証券,Merrill Lynch Japan,461,11714,ＪＰモルガン証券,JPMorgan Japan,668,165090005,FUT_TOPIX_2009,2020-08-20
6,12400,野村證券,Nomura Securities,423,11635,クレディ・スイス証券,Credit Suisse Japan,410,165090005,FUT_TOPIX_2009,2020-08-20
7,11560,ゴールドマンサックス,Goldman Sachs Japan,280,12792,メリルリンチ日本証券,Merrill Lynch Japan,300,165090005,FUT_TOPIX_2009,2020-08-20
8,12410,バークレイズ証券,Barclays Japan,186,11560,ゴールドマンサックス,Goldman Sachs Japan,221,165090005,FUT_TOPIX_2009,2020-08-20
9,11635,クレディ・スイス証券,Credit Suisse Japan,116,11746,ＵＢＳ証券,UBS Securities Japan,178,165090005,FUT_TOPIX_2009,2020-08-20
10,12336,日産証券,Nissan Securities,96,12800,モルガンスタンレー,Morgan Stanley MUFG,133,165090005,FUT_TOPIX_2009,2020-08-20
11,12800,モルガンスタンレー,Morgan Stanley MUFG,94,12336,日産証券,Nissan Securities,110,165090005,FUT_TOPIX_2009,2020-08-20
12,11256,ＳＢＩ証券,SBI SECURITIES,85,11256,ＳＢＩ証券,SBI SECURITIES,105,165090005,FUT_TOPIX_2009,2020-08-20
13,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),26,12400,野村證券,Nomura Securities,61,165090005,FUT_TOPIX_2009,2020-08-20
14,11696,みずほ証券,Mizuho Securities,19,11272,岡三証券,OKASAN SECURITIES,53,165090005,FUT_TOPIX_2009,2020-08-20
15,12795,インタラクティブ証券,Interactive Brokers,16,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),28,165090005,FUT_TOPIX_2009,2020-08-20
16,11272,岡三証券,OKASAN SECURITIES,15,12724,ＨＳＢＣ証券,HSBC (Japan),27,165090005,FUT_TOPIX_2009,2020-08-20
17,11056,安藤証券,ANDO SECURITIES,10,11792,シティグループ証券,Citigroup Japan,21,165090005,FUT_TOPIX_2009,2020-08-20
18,11746,ＵＢＳ証券,UBS Securities Japan,9,11056,安藤証券,ANDO SECURITIES,11,165090005,FUT_TOPIX_2009,2020-08-20
19,11792,シティグループ証券,Citigroup Japan,8,11696,みずほ証券,Mizuho Securities,6,165090005,FUT_TOPIX_2009,2020-08-20
20,11512,光世証券,The Kosei Securities,5,12888,山和証券,YAMAWA SECURITIES,6,165090005,FUT_TOPIX_2009,2020-08-20
21,12888,山和証券,YAMAWA SECURITIES,5,11512,光世証券,The Kosei Securities,5,165090005,FUT_TOPIX_2009,2020-08-20
24,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,4313,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,4913,165090018,FUT_NK225_2009,2020-08-20
25,11788,ソシエテ・ジェネラル,Societe Generale,2527,11788,ソシエテ・ジェネラル,Societe Generale,2519,165090018,FUT_NK225_2009,2020-08-20
26,12057,楽天証券,Rakuten Securities,329,12057,楽天証券,Rakuten Securities,313,165090018,FUT_NK225_2009,2020-08-20
27,12800,モルガンスタンレー,Morgan Stanley MUFG,288,12792,メリルリンチ日本証券,Merrill Lynch Japan,254,165090018,FUT_NK225_2009,2020-08-20
28,11060,ａｕカブコム証券,au Kabucom Securitie,241,11256,ＳＢＩ証券,SBI SECURITIES,247,165090018,FUT_NK225_2009,2020-08-20
29,12330,マネックス証券,Monex,234,12560,松井証券,MATSUI SECURITIES,243,165090018,FUT_NK225_2009,2020-08-20
30,12560,松井証券,MATSUI SECURITIES,207,11060,ａｕカブコム証券,au Kabucom Securitie,150,165090018,FUT_NK225_2009,2020-08-20
31,11714,ＪＰモルガン証券,JPMorgan Japan,202,12336,日産証券,Nissan Securities,131,165090018,FUT_NK225_2009,2020-08-20
32,11256,ＳＢＩ証券,SBI SECURITIES,164,11635,クレディ・スイス証券,Credit Suisse Japan,93,165090018,FUT_NK225_2009,2020-08-20
33,12792,メリルリンチ日本証券,Merrill Lynch Japan,142,12330,マネックス証券,Monex,74,165090018,FUT_NK225_2009,2020-08-20
34,12400,野村證券,Nomura Securities,134,12800,モルガンスタンレー,Morgan Stanley MUFG,53,165090018,FUT_NK225_2009,2020-08-20
35,11560,ゴールドマンサックス,Goldman Sachs Japan,118,11696,みずほ証券,Mizuho Securities,53,165090018,FUT_NK225_2009,2020-08-20
36,12336,日産証券,Nissan Securities,113,12795,インタラクティブ証券,Interactive Brokers,42,165090018,FUT_NK225_2009,2020-08-20
37,11635,クレディ・スイス証券,Credit Suisse Japan,66,11727,ＧＭＯクリック証券,GMO CLICK Securities,32,165090018,FUT_NK225_2009,2020-08-20
38,11746,ＵＢＳ証券,UBS Securities Japan,38,12000,大和証券,Daiwa Securities,28,165090018,FUT_NK225_2009,2020-08-20
39,11727,ＧＭＯクリック証券,GMO CLICK Securities,33,11784,ライブスター証券,livestar Securities,25,165090018,FUT_NK225_2009,2020-08-20
40,12795,インタラクティブ証券,Interactive Brokers,21,11714,ＪＰモルガン証券,JPMorgan Japan,22,165090018,FUT_NK225_2009,2020-08-20
41,11784,ライブスター証券,livestar Securities,16,11272,岡三証券,OKASAN SECURITIES,20,165090018,FUT_NK225_2009,2020-08-20
42,12288,フィリップ証券,Phillip Securities,15,11746,ＵＢＳ証券,UBS Securities Japan,19,165090018,FUT_NK225_2009,2020-08-20
43,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,15,12410,バークレイズ証券,Barclays Japan,16,165090018,FUT_NK225_2009,2020-08-20
44,11272,岡三証券,OKASAN SECURITIES,15,-,-,-,-,165090018,FUT_NK225_2009,2020-08-20
47,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,20,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,26,165120018,FUT_NK225_2012,2020-08-20
48,11256,ＳＢＩ証券,SBI SECURITIES,16,12336,日産証券,Nissan Securities,8,165120018,FUT_NK225_2012,2020-08-20
49,12330,マネックス証券,Monex,5,12560,松井証券,MATSUI SECURITIES,7,165120018,FUT_NK225_2012,2020-08-20
50,11060,ａｕカブコム証券,au Kabucom Securitie,4,12057,楽天証券,Rakuten Securities,5,165120018,FUT_NK225_2012,2020-08-20
51,12057,楽天証券,Rakuten Securities,4,12330,マネックス証券,Monex,4,165120018,FUT_NK225_2012,2020-08-20
52,12560,松井証券,MATSUI SECURITIES,4,11256,ＳＢＩ証券,SBI SECURITIES,2,165120018,FUT_NK225_2012,2020-08-20
53,11272,岡三証券,OKASAN SECURITIES,2,11272,岡三証券,OKASAN SECURITIES,2,165120018,FUT_NK225_2012,2020-08-20
54,11788,ソシエテ・ジェネラル,Societe Generale,2,11512,光世証券,The Kosei Securities,1,165120018,FUT_NK225_2012,2020-08-20
55,12792,メリルリンチ日本証券,Merrill Lynch Japan,1,11727,ＧＭＯクリック証券,GMO CLICK Securities,1,165120018,FUT_NK225_2012,2020-08-20
56,-,-,-,-,11060,ａｕカブコム証券,au Kabucom Securitie,1,165120018,FUT_NK225_2012,2020-08-20
57,-,-,-,-,12792,メリルリンチ日本証券,Merrill Lynch Japan,1,165120018,FUT_NK225_2012,2020-08-20
60,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,115319,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,111770,165090019,FUT_NK225M_2009,2020-08-20
61,11788,ソシエテ・ジェネラル,Societe Generale,60422,11788,ソシエテ・ジェネラル,Societe Generale,63992,165090019,FUT_NK225M_2009,2020-08-20
62,11256,ＳＢＩ証券,SBI SECURITIES,13261,11256,ＳＢＩ証券,SBI SECURITIES,13702,165090019,FUT_NK225M_2009,2020-08-20
63,12560,松井証券,MATSUI SECURITIES,11005,12560,松井証券,MATSUI SECURITIES,11573,165090019,FUT_NK225M_2009,2020-08-20
64,12057,楽天証券,Rakuten Securities,9731,12057,楽天証券,Rakuten Securities,9788,165090019,FUT_NK225M_2009,2020-08-20
65,11060,ａｕカブコム証券,au Kabucom Securitie,4019,11060,ａｕカブコム証券,au Kabucom Securitie,3990,165090019,FUT_NK225M_2009,2020-08-20
66,11272,岡三証券,OKASAN SECURITIES,3869,12792,メリルリンチ日本証券,Merrill Lynch Japan,3971,165090019,FUT_NK225M_2009,2020-08-20
