,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
2,12410,バークレイズ証券,Barclays Japan,2300,11560,ゴールドマンサックス,Goldman Sachs Japan,1868,166030005,FUT_TOPIX_2103,2021-01-13
3,12792,BofA証券,BofA Securities,1040,11788,ソシエテ・ジェネラル,Societe Generale,1413,166030005,FUT_TOPIX_2103,2021-01-13
4,11560,ゴールドマンサックス,Goldman Sachs Japan,880,12800,モルガンスタンレー,Morgan Stanley MUFG,829,166030005,FUT_TOPIX_2103,2021-01-13
5,11788,ソシエテ・ジェネラル,Societe Generale,621,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,727,166030005,FUT_TOPIX_2103,2021-01-13
6,11746,ＵＢＳ証券,UBS Securities Japan,530,11792,シティグループ証券,Citigroup Japan,513,166030005,FUT_TOPIX_2103,2021-01-13
7,12400,野村證券,Nomura Securities,450,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),471,166030005,FUT_TOPIX_2103,2021-01-13
8,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,222,11696,みずほ証券,Mizuho Securities,213,166030005,FUT_TOPIX_2103,2021-01-13
9,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,71,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,66,166030005,FUT_TOPIX_2103,2021-01-13
10,11696,みずほ証券,Mizuho Securities,51,12000,大和証券,Daiwa Securities,58,166030005,FUT_TOPIX_2103,2021-01-13
11,12000,大和証券,Daiwa Securities,50,12400,野村證券,Nomura Securities,50,166030005,FUT_TOPIX_2103,2021-01-13
12,11256,ＳＢＩ証券,SBI SECURITIES,29,11714,ＪＰモルガン証券,JPMorgan Japan,33,166030005,FUT_TOPIX_2103,2021-01-13
13,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,25,11256,ＳＢＩ証券,SBI SECURITIES,29,166030005,FUT_TOPIX_2103,2021-01-13
14,11792,シティグループ証券,Citigroup Japan,13,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,25,166030005,FUT_TOPIX_2103,2021-01-13
15,12800,モルガンスタンレー,Morgan Stanley MUFG,13,11635,クレディ・スイス証券,Credit Suisse Japan,4,166030005,FUT_TOPIX_2103,2021-01-13
16,11635,クレディ・スイス証券,Credit Suisse Japan,4,-,-,-,-,166030005,FUT_TOPIX_2103,2021-01-13
