,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
2,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,4194,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,4453,165090005,FUT_TOPIX_2009,2020-08-27
3,11788,ソシエテ・ジェネラル,Societe Generale,1665,11788,ソシエテ・ジェネラル,Societe Generale,1893,165090005,FUT_TOPIX_2009,2020-08-27
4,11714,ＪＰモルガン証券,JPMorgan Japan,543,11714,ＪＰモルガン証券,JPMorgan Japan,314,165090005,FUT_TOPIX_2009,2020-08-27
5,12792,メリルリンチ日本証券,Merrill Lynch Japan,352,12410,バークレイズ証券,Barclays Japan,221,165090005,FUT_TOPIX_2009,2020-08-27
6,11560,ゴールドマンサックス,Goldman Sachs Japan,316,12792,メリルリンチ日本証券,Merrill Lynch Japan,184,165090005,FUT_TOPIX_2009,2020-08-27
7,12410,バークレイズ証券,Barclays Japan,212,11746,ＵＢＳ証券,UBS Securities Japan,176,165090005,FUT_TOPIX_2009,2020-08-27
8,11746,ＵＢＳ証券,UBS Securities Japan,179,11635,クレディ・スイス証券,Credit Suisse Japan,163,165090005,FUT_TOPIX_2009,2020-08-27
9,11635,クレディ・スイス証券,Credit Suisse Japan,169,12800,モルガンスタンレー,Morgan Stanley MUFG,148,165090005,FUT_TOPIX_2009,2020-08-27
10,12800,モルガンスタンレー,Morgan Stanley MUFG,127,11560,ゴールドマンサックス,Goldman Sachs Japan,146,165090005,FUT_TOPIX_2009,2020-08-27
11,12336,日産証券,Nissan Securities,85,11256,ＳＢＩ証券,SBI SECURITIES,78,165090005,FUT_TOPIX_2009,2020-08-27
12,11256,ＳＢＩ証券,SBI SECURITIES,59,12400,野村證券,Nomura Securities,72,165090005,FUT_TOPIX_2009,2020-08-27
13,12176,ドイツ証券,Deutsche Securities,50,11792,シティグループ証券,Citigroup Japan,50,165090005,FUT_TOPIX_2009,2020-08-27
14,11272,岡三証券,OKASAN SECURITIES,49,11696,みずほ証券,Mizuho Securities,45,165090005,FUT_TOPIX_2009,2020-08-27
15,11792,シティグループ証券,Citigroup Japan,29,12336,日産証券,Nissan Securities,42,165090005,FUT_TOPIX_2009,2020-08-27
16,12400,野村證券,Nomura Securities,25,11272,岡三証券,OKASAN SECURITIES,32,165090005,FUT_TOPIX_2009,2020-08-27
17,11060,ａｕカブコム証券,au Kabucom Securitie,14,11512,光世証券,The Kosei Securities,25,165090005,FUT_TOPIX_2009,2020-08-27
18,12888,山和証券,YAMAWA SECURITIES,12,12795,インタラクティブ証券,Interactive Brokers,19,165090005,FUT_TOPIX_2009,2020-08-27
19,12560,松井証券,MATSUI SECURITIES,12,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,16,165090005,FUT_TOPIX_2009,2020-08-27
20,12795,インタラクティブ証券,Interactive Brokers,9,12724,ＨＳＢＣ証券,HSBC (Japan),9,165090005,FUT_TOPIX_2009,2020-08-27
21,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,6,11056,安藤証券,ANDO SECURITIES,6,165090005,FUT_TOPIX_2009,2020-08-27
22,-,-,-,-,12888,山和証券,YAMAWA SECURITIES,6,165090005,FUT_TOPIX_2009,2020-08-27
23,-,-,-,-,11060,ａｕカブコム証券,au Kabucom Securitie,6,165090005,FUT_TOPIX_2009,2020-08-27
26,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,20,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,20,165120005,FUT_TOPIX_2012,2020-08-27
27,11746,ＵＢＳ証券,UBS Securities Japan,13,12336,日産証券,Nissan Securities,11,165120005,FUT_TOPIX_2012,2020-08-27
28,-,-,-,-,12792,メリルリンチ日本証券,Merrill Lynch Japan,2,165120005,FUT_TOPIX_2012,2020-08-27
31,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,5220,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,5499,165090018,FUT_NK225_2009,2020-08-27
32,11788,ソシエテ・ジェネラル,Societe Generale,2250,11788,ソシエテ・ジェネラル,Societe Generale,2660,165090018,FUT_NK225_2009,2020-08-27
33,12057,楽天証券,Rakuten Securities,366,12792,メリルリンチ日本証券,Merrill Lynch Japan,331,165090018,FUT_NK225_2009,2020-08-27
34,12792,メリルリンチ日本証券,Merrill Lynch Japan,363,12057,楽天証券,Rakuten Securities,300,165090018,FUT_NK225_2009,2020-08-27
35,11256,ＳＢＩ証券,SBI SECURITIES,344,11256,ＳＢＩ証券,SBI SECURITIES,258,165090018,FUT_NK225_2009,2020-08-27
36,12336,日産証券,Nissan Securities,257,12560,松井証券,MATSUI SECURITIES,141,165090018,FUT_NK225_2009,2020-08-27
37,12330,マネックス証券,Monex,193,11635,クレディ・スイス証券,Credit Suisse Japan,119,165090018,FUT_NK225_2009,2020-08-27
38,12400,野村證券,Nomura Securities,167,11060,ａｕカブコム証券,au Kabucom Securitie,97,165090018,FUT_NK225_2009,2020-08-27
