,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
2,12410,バークレイズ証券,Barclays Japan,1600,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,1218,166030005,FUT_TOPIX_2103,2021-01-14
3,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,964,11560,ゴールドマンサックス,Goldman Sachs Japan,1079,166030005,FUT_TOPIX_2103,2021-01-14
4,11792,シティグループ証券,Citigroup Japan,453,11792,シティグループ証券,Citigroup Japan,860,166030005,FUT_TOPIX_2103,2021-01-14
5,12792,BofA証券,BofA Securities,422,11788,ソシエテ・ジェネラル,Societe Generale,505,166030005,FUT_TOPIX_2103,2021-01-14
6,12000,大和証券,Daiwa Securities,296,12000,大和証券,Daiwa Securities,238,166030005,FUT_TOPIX_2103,2021-01-14
7,11560,ゴールドマンサックス,Goldman Sachs Japan,217,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,183,166030005,FUT_TOPIX_2103,2021-01-14
8,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,211,12792,BofA証券,BofA Securities,150,166030005,FUT_TOPIX_2103,2021-01-14
9,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,150,12400,野村證券,Nomura Securities,92,166030005,FUT_TOPIX_2103,2021-01-14
10,12400,野村證券,Nomura Securities,92,11696,みずほ証券,Mizuho Securities,73,166030005,FUT_TOPIX_2103,2021-01-14
11,11256,ＳＢＩ証券,SBI SECURITIES,43,11256,ＳＢＩ証券,SBI SECURITIES,43,166030005,FUT_TOPIX_2103,2021-01-14
12,11635,クレディ・スイス証券,Credit Suisse Japan,36,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),31,166030005,FUT_TOPIX_2103,2021-01-14
13,11696,みずほ証券,Mizuho Securities,26,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,17,166030005,FUT_TOPIX_2103,2021-01-14
14,12800,モルガンスタンレー,Morgan Stanley MUFG,16,12800,モルガンスタンレー,Morgan Stanley MUFG,16,166030005,FUT_TOPIX_2103,2021-01-14
15,11788,ソシエテ・ジェネラル,Societe Generale,5,12072,東海東京証券,Tokai Tokyo Sec,16,166030005,FUT_TOPIX_2103,2021-01-14
16,-,-,-,-,11635,クレディ・スイス証券,Credit Suisse Japan,10,166030005,FUT_TOPIX_2103,2021-01-14
19,11714,ＪＰモルガン証券,JPMorgan Japan,2563,11788,ソシエテ・ジェネラル,Societe Generale,3199,166030018,FUT_NK225_2103,2021-01-14
20,11788,ソシエテ・ジェネラル,Societe Generale,2480,11714,ＪＰモルガン証券,JPMorgan Japan,2331,166030018,FUT_NK225_2103,2021-01-14
21,11256,ＳＢＩ証券,SBI SECURITIES,1494,11256,ＳＢＩ証券,SBI SECURITIES,1502,166030018,FUT_NK225_2103,2021-01-14
22,12792,BofA証券,BofA Securities,1334,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,1495,166030018,FUT_NK225_2103,2021-01-14
23,12400,野村證券,Nomura Securities,1329,12400,野村證券,Nomura Securities,1482,166030018,FUT_NK225_2103,2021-01-14
24,11746,ＵＢＳ証券,UBS Securities Japan,970,12800,モルガンスタンレー,Morgan Stanley MUFG,1301,166030018,FUT_NK225_2103,2021-01-14
25,12800,モルガンスタンレー,Morgan Stanley MUFG,946,11746,ＵＢＳ証券,UBS Securities Japan,719,166030018,FUT_NK225_2103,2021-01-14
26,11792,シティグループ証券,Citigroup Japan,719,11560,ゴールドマンサックス,Goldman Sachs Japan,527,166030018,FUT_NK225_2103,2021-01-14
27,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,670,12336,日産証券,Nissan Securities,354,166030018,FUT_NK225_2103,2021-01-14
28,11560,ゴールドマンサックス,Goldman Sachs Japan,573,12792,BofA証券,BofA Securities,281,166030018,FUT_NK225_2103,2021-01-14
29,12410,バークレイズ証券,Barclays Japan,420,12000,大和証券,Daiwa Securities,181,166030018,FUT_NK225_2103,2021-01-14
30,11696,みずほ証券,Mizuho Securities,179,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),180,166030018,FUT_NK225_2103,2021-01-14
31,12176,ドイツ証券,Deutsche Securities,150,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,177,166030018,FUT_NK225_2103,2021-01-14
32,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,66,11792,シティグループ証券,Citigroup Japan,175,166030018,FUT_NK225_2103,2021-01-14
33,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),51,12072,東海東京証券,Tokai Tokyo Sec,56,166030018,FUT_NK225_2103,2021-01-14
34,12000,大和証券,Daiwa Securities,40,11696,みずほ証券,Mizuho Securities,20,166030018,FUT_NK225_2103,2021-01-14
35,12072,東海東京証券,Tokai Tokyo Sec,8,12410,バークレイズ証券,Barclays Japan,13,166030018,FUT_NK225_2103,2021-01-14
36,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,7,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,6,166030018,FUT_NK225_2103,2021-01-14
39,11714,ＪＰモルガン証券,JPMorgan Japan,1000,11788,ソシエテ・ジェネラル,Societe Generale,1300,166060018,FUT_NK225_2106,2021-01-14
40,11788,ソシエテ・ジェネラル,Societe Generale,1000,11714,ＪＰモルガン証券,JPMorgan Japan,1000,166060018,FUT_NK225_2106,2021-01-14
41,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,200,11256,ＳＢＩ証券,SBI SECURITIES,2,166060018,FUT_NK225_2106,2021-01-14
42,12792,BofA証券,BofA Securities,100,-,-,-,-,166060018,FUT_NK225_2106,2021-01-14
43,11256,ＳＢＩ証券,SBI SECURITIES,2,-,-,-,-,166060018,FUT_NK225_2106,2021-01-14
46,11256,ＳＢＩ証券,SBI SECURITIES,4020,11256,ＳＢＩ証券,SBI SECURITIES,4020,166020019,FUT_NK225M_2102,2021-01-14
47,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,2000,11788,ソシエテ・ジェネラル,Societe Generale,2000,166020019,FUT_NK225M_2102,2021-01-14
50,11256,ＳＢＩ証券,SBI SECURITIES,66279,11256,ＳＢＩ証券,SBI SECURITIES,66279,166030019,FUT_NK225M_2103,2021-01-14
51,12400,野村證券,Nomura Securities,2686,12400,野村證券,Nomura Securities,2680,166030019,FUT_NK225M_2103,2021-01-14
52,12800,モルガンスタンレー,Morgan Stanley MUFG,295,12800,モルガンスタンレー,Morgan Stanley MUFG,295,166030019,FUT_NK225M_2103,2021-01-14
53,11714,ＪＰモルガン証券,JPMorgan Japan,55,11714,ＪＰモルガン証券,JPMorgan Japan,55,166030019,FUT_NK225M_2103,2021-01-14
54,12000,大和証券,Daiwa Securities,4,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,6,166030019,FUT_NK225M_2103,2021-01-14
55,12072,東海東京証券,Tokai Tokyo Sec,3,12000,大和証券,Daiwa Securities,4,166030019,FUT_NK225M_2103,2021-01-14
56,-,-,-,-,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,3,166030019,FUT_NK225M_2103,2021-01-14
59,11256,ＳＢＩ証券,SBI SECURITIES,32,11256,ＳＢＩ証券,SBI SECURITIES,32,166040019,FUT_NK225M_2104,2021-01-14
