,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
2,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,4992,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,4862,166030005,FUT_TOPIX_2103,2021-01-14
3,11788,ソシエテ・ジェネラル,Societe Generale,2430,11788,ソシエテ・ジェネラル,Societe Generale,2715,166030005,FUT_TOPIX_2103,2021-01-14
4,11714,ＪＰモルガン証券,JPMorgan Japan,534,12410,バークレイズ証券,Barclays Japan,470,166030005,FUT_TOPIX_2103,2021-01-14
5,12800,モルガンスタンレー,Morgan Stanley MUFG,492,11560,ゴールドマンサックス,Goldman Sachs Japan,468,166030005,FUT_TOPIX_2103,2021-01-14
6,12792,BofA証券,BofA Securities,483,12800,モルガンスタンレー,Morgan Stanley MUFG,443,166030005,FUT_TOPIX_2103,2021-01-14
7,11560,ゴールドマンサックス,Goldman Sachs Japan,268,11635,クレディ・スイス証券,Credit Suisse Japan,377,166030005,FUT_TOPIX_2103,2021-01-14
8,11635,クレディ・スイス証券,Credit Suisse Japan,204,12792,BofA証券,BofA Securities,350,166030005,FUT_TOPIX_2103,2021-01-14
9,12410,バークレイズ証券,Barclays Japan,182,11714,ＪＰモルガン証券,JPMorgan Japan,316,166030005,FUT_TOPIX_2103,2021-01-14
10,11746,ＵＢＳ証券,UBS Securities Japan,141,12795,インタラクティブ証券,Interactive Brokers,41,166030005,FUT_TOPIX_2103,2021-01-14
11,12400,野村證券,Nomura Securities,115,11746,ＵＢＳ証券,UBS Securities Japan,39,166030005,FUT_TOPIX_2103,2021-01-14
12,11792,シティグループ証券,Citigroup Japan,77,11272,岡三証券,OKASAN SECURITIES,25,166030005,FUT_TOPIX_2103,2021-01-14
13,11272,岡三証券,OKASAN SECURITIES,64,12336,日産証券,Nissan Securities,24,166030005,FUT_TOPIX_2103,2021-01-14
14,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),46,11792,シティグループ証券,Citigroup Japan,13,166030005,FUT_TOPIX_2103,2021-01-14
15,12336,日産証券,Nissan Securities,30,11256,ＳＢＩ証券,SBI SECURITIES,12,166030005,FUT_TOPIX_2103,2021-01-14
16,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,26,11060,ａｕカブコム証券,au Kabucom Securitie,10,166030005,FUT_TOPIX_2103,2021-01-14
17,12724,ＨＳＢＣ証券,HSBC (Japan),21,12560,松井証券,MATSUI SECURITIES,9,166030005,FUT_TOPIX_2103,2021-01-14
18,12560,松井証券,MATSUI SECURITIES,21,12400,野村證券,Nomura Securities,8,166030005,FUT_TOPIX_2103,2021-01-14
19,11696,みずほ証券,Mizuho Securities,19,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),4,166030005,FUT_TOPIX_2103,2021-01-14
20,11256,ＳＢＩ証券,SBI SECURITIES,17,12888,山和証券,YAMAWA SECURITIES,3,166030005,FUT_TOPIX_2103,2021-01-14
21,11060,ａｕカブコム証券,au Kabucom Securitie,15,12176,ドイツ証券,Deutsche Securities,2,166030005,FUT_TOPIX_2103,2021-01-14
22,-,-,-,-,11056,安藤証券,ANDO SECURITIES,2,166030005,FUT_TOPIX_2103,2021-01-14
25,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,4435,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,4751,166030018,FUT_NK225_2103,2021-01-14
26,11788,ソシエテ・ジェネラル,Societe Generale,3380,11788,ソシエテ・ジェネラル,Societe Generale,3297,166030018,FUT_NK225_2103,2021-01-14
27,12400,野村證券,Nomura Securities,431,12057,楽天証券,Rakuten Securities,402,166030018,FUT_NK225_2103,2021-01-14
28,12057,楽天証券,Rakuten Securities,375,11256,ＳＢＩ証券,SBI SECURITIES,392,166030018,FUT_NK225_2103,2021-01-14
29,11746,ＵＢＳ証券,UBS Securities Japan,360,12410,バークレイズ証券,Barclays Japan,337,166030018,FUT_NK225_2103,2021-01-14
30,11256,ＳＢＩ証券,SBI SECURITIES,324,12400,野村證券,Nomura Securities,305,166030018,FUT_NK225_2103,2021-01-14
31,12336,日産証券,Nissan Securities,245,12336,日産証券,Nissan Securities,301,166030018,FUT_NK225_2103,2021-01-14
32,12560,松井証券,MATSUI SECURITIES,237,12560,松井証券,MATSUI SECURITIES,287,166030018,FUT_NK225_2103,2021-01-14
33,11560,ゴールドマンサックス,Goldman Sachs Japan,205,11714,ＪＰモルガン証券,JPMorgan Japan,241,166030018,FUT_NK225_2103,2021-01-14
34,12410,バークレイズ証券,Barclays Japan,191,11272,岡三証券,OKASAN SECURITIES,128,166030018,FUT_NK225_2103,2021-01-14
35,11714,ＪＰモルガン証券,JPMorgan Japan,137,11060,ａｕカブコム証券,au Kabucom Securitie,78,166030018,FUT_NK225_2103,2021-01-14
36,11272,岡三証券,OKASAN SECURITIES,125,11635,クレディ・スイス証券,Credit Suisse Japan,67,166030018,FUT_NK225_2103,2021-01-14
37,12330,マネックス証券,Monex,82,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),61,166030018,FUT_NK225_2103,2021-01-14
38,12724,ＨＳＢＣ証券,HSBC (Japan),77,12800,モルガンスタンレー,Morgan Stanley MUFG,59,166030018,FUT_NK225_2103,2021-01-14
39,11060,ａｕカブコム証券,au Kabucom Securitie,73,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,50,166030018,FUT_NK225_2103,2021-01-14
40,11635,クレディ・スイス証券,Credit Suisse Japan,57,11784,ＳＢＩネオトレード,SBI Neotrade,45,166030018,FUT_NK225_2103,2021-01-14
41,12288,フィリップ証券,Phillip Securities,55,11696,みずほ証券,Mizuho Securities,43,166030018,FUT_NK225_2103,2021-01-14
42,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),39,12330,マネックス証券,Monex,38,166030018,FUT_NK225_2103,2021-01-14
43,12792,BofA証券,BofA Securities,39,11727,ＧＭＯクリック証券,GMO CLICK Securities,36,166030018,FUT_NK225_2103,2021-01-14
44,11784,ＳＢＩネオトレード,SBI Neotrade,31,12795,インタラクティブ証券,Interactive Brokers,25,166030018,FUT_NK225_2103,2021-01-14
47,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,19,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,29,166060018,FUT_NK225_2106,2021-01-14
48,11256,ＳＢＩ証券,SBI SECURITIES,15,12330,マネックス証券,Monex,11,166060018,FUT_NK225_2106,2021-01-14
49,12330,マネックス証券,Monex,12,12057,楽天証券,Rakuten Securities,8,166060018,FUT_NK225_2106,2021-01-14
50,12336,日産証券,Nissan Securities,8,12560,松井証券,MATSUI SECURITIES,6,166060018,FUT_NK225_2106,2021-01-14
51,11788,ソシエテ・ジェネラル,Societe Generale,8,12336,日産証券,Nissan Securities,6,166060018,FUT_NK225_2106,2021-01-14
52,12560,松井証券,MATSUI SECURITIES,4,11256,ＳＢＩ証券,SBI SECURITIES,6,166060018,FUT_NK225_2106,2021-01-14
53,12057,楽天証券,Rakuten Securities,4,11060,ａｕカブコム証券,au Kabucom Securitie,5,166060018,FUT_NK225_2106,2021-01-14
54,11060,ａｕカブコム証券,au Kabucom Securitie,3,11788,ソシエテ・ジェネラル,Societe Generale,3,166060018,FUT_NK225_2106,2021-01-14
55,11784,ＳＢＩネオトレード,SBI Neotrade,2,11272,岡三証券,OKASAN SECURITIES,2,166060018,FUT_NK225_2106,2021-01-14
56,11272,岡三証券,OKASAN SECURITIES,1,-,-,-,-,166060018,FUT_NK225_2106,2021-01-14
59,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,8777,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,8569,166020019,FUT_NK225M_2102,2021-01-14
60,11788,ソシエテ・ジェネラル,Societe Generale,2824,11788,ソシエテ・ジェネラル,Societe Generale,2864,166020019,FUT_NK225M_2102,2021-01-14
61,11256,ＳＢＩ証券,SBI SECURITIES,912,11256,ＳＢＩ証券,SBI SECURITIES,905,166020019,FUT_NK225M_2102,2021-01-14
62,12057,楽天証券,Rakuten Securities,904,12057,楽天証券,Rakuten Securities,824,166020019,FUT_NK225M_2102,2021-01-14
63,12330,マネックス証券,Monex,272,12330,マネックス証券,Monex,286,166020019,FUT_NK225M_2102,2021-01-14
64,11784,ＳＢＩネオトレード,SBI Neotrade,245,11060,ａｕカブコム証券,au Kabucom Securitie,265,166020019,FUT_NK225M_2102,2021-01-14
65,11060,ａｕカブコム証券,au Kabucom Securitie,211,11784,ＳＢＩネオトレード,SBI Neotrade,247,166020019,FUT_NK225M_2102,2021-01-14
66,12560,松井証券,MATSUI SECURITIES,143,12560,松井証券,MATSUI SECURITIES,214,166020019,FUT_NK225M_2102,2021-01-14
67,11727,ＧＭＯクリック証券,GMO CLICK Securities,30,12410,バークレイズ証券,Barclays Japan,64,166020019,FUT_NK225M_2102,2021-01-14
68,12336,日産証券,Nissan Securities,20,11727,ＧＭＯクリック証券,GMO CLICK Securities,44,166020019,FUT_NK225M_2102,2021-01-14
