,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
75,11256,ＳＢＩ証券,SBI SECURITIES,8,11256,ＳＢＩ証券,SBI SECURITIES,8,186028218,PUT_NK225_210212_28250,2021-01-19
78,11256,ＳＢＩ証券,SBI SECURITIES,1,11256,ＳＢＩ証券,SBI SECURITIES,1,136028318,PUT_NK225_210212_28375,2021-01-19
81,11256,ＳＢＩ証券,SBI SECURITIES,207,11256,ＳＢＩ証券,SBI SECURITIES,207,186028518,PUT_NK225_210212_28500,2021-01-19
84,11256,ＳＢＩ証券,SBI SECURITIES,3,11256,ＳＢＩ証券,SBI SECURITIES,3,136028618,PUT_NK225_210212_28625,2021-01-19
87,11256,ＳＢＩ証券,SBI SECURITIES,2,11256,ＳＢＩ証券,SBI SECURITIES,2,186028718,PUT_NK225_210212_28750,2021-01-19
90,11256,ＳＢＩ証券,SBI SECURITIES,3,11256,ＳＢＩ証券,SBI SECURITIES,3,146029618,CAL_NK225_210212_29625,2021-01-19
93,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,200,12724,ＨＳＢＣ証券,HSBC (Japan),380,196029518,CAL_NK225_210212_29500,2021-01-19
94,11714,ＪＰモルガン証券,JPMorgan Japan,180,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,100,196029518,CAL_NK225_210212_29500,2021-01-19
95,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),100,11256,ＳＢＩ証券,SBI SECURITIES,87,196029518,CAL_NK225_210212_29500,2021-01-19
96,11256,ＳＢＩ証券,SBI SECURITIES,87,-,-,-,-,196029518,CAL_NK225_210212_29500,2021-01-19
99,11256,ＳＢＩ証券,SBI SECURITIES,3,11256,ＳＢＩ証券,SBI SECURITIES,3,146029318,CAL_NK225_210212_29375,2021-01-19
102,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,100,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),100,196029218,CAL_NK225_210212_29250,2021-01-19
103,11256,ＳＢＩ証券,SBI SECURITIES,16,11256,ＳＢＩ証券,SBI SECURITIES,16,196029218,CAL_NK225_210212_29250,2021-01-19
106,11256,ＳＢＩ証券,SBI SECURITIES,103,11256,ＳＢＩ証券,SBI SECURITIES,103,196029018,CAL_NK225_210212_29000,2021-01-19
109,11256,ＳＢＩ証券,SBI SECURITIES,2,11256,ＳＢＩ証券,SBI SECURITIES,2,146028818,CAL_NK225_210212_28875,2021-01-19
112,11256,ＳＢＩ証券,SBI SECURITIES,4,11256,ＳＢＩ証券,SBI SECURITIES,4,196028718,CAL_NK225_210212_28750,2021-01-19
115,11256,ＳＢＩ証券,SBI SECURITIES,2,11256,ＳＢＩ証券,SBI SECURITIES,2,146028618,CAL_NK225_210212_28625,2021-01-19
118,11256,ＳＢＩ証券,SBI SECURITIES,37,11256,ＳＢＩ証券,SBI SECURITIES,37,196028518,CAL_NK225_210212_28500,2021-01-19
121,12724,ＨＳＢＣ証券,HSBC (Japan),190,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,100,146028318,CAL_NK225_210212_28375,2021-01-19
122,11256,ＳＢＩ証券,SBI SECURITIES,1,11714,ＪＰモルガン証券,JPMorgan Japan,90,146028318,CAL_NK225_210212_28375,2021-01-19
123,-,-,-,-,11256,ＳＢＩ証券,SBI SECURITIES,1,146028318,CAL_NK225_210212_28375,2021-01-19
