,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
2,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,8595,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,8308,165090005,FUT_TOPIX_2009,2020-08-24
3,11788,ソシエテ・ジェネラル,Societe Generale,6689,11788,ソシエテ・ジェネラル,Societe Generale,7636,165090005,FUT_TOPIX_2009,2020-08-24
4,12410,バークレイズ証券,Barclays Japan,1370,12410,バークレイズ証券,Barclays Japan,1748,165090005,FUT_TOPIX_2009,2020-08-24
5,11635,クレディ・スイス証券,Credit Suisse Japan,1143,12792,メリルリンチ日本証券,Merrill Lynch Japan,1051,165090005,FUT_TOPIX_2009,2020-08-24
6,12792,メリルリンチ日本証券,Merrill Lynch Japan,1064,12800,モルガンスタンレー,Morgan Stanley MUFG,725,165090005,FUT_TOPIX_2009,2020-08-24
7,12800,モルガンスタンレー,Morgan Stanley MUFG,831,11714,ＪＰモルガン証券,JPMorgan Japan,694,165090005,FUT_TOPIX_2009,2020-08-24
8,12176,ドイツ証券,Deutsche Securities,553,11635,クレディ・スイス証券,Credit Suisse Japan,648,165090005,FUT_TOPIX_2009,2020-08-24
9,11714,ＪＰモルガン証券,JPMorgan Japan,534,11560,ゴールドマンサックス,Goldman Sachs Japan,607,165090005,FUT_TOPIX_2009,2020-08-24
10,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,532,12400,野村證券,Nomura Securities,533,165090005,FUT_TOPIX_2009,2020-08-24
11,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,477,12176,ドイツ証券,Deutsche Securities,427,165090005,FUT_TOPIX_2009,2020-08-24
12,11560,ゴールドマンサックス,Goldman Sachs Japan,421,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),289,165090005,FUT_TOPIX_2009,2020-08-24
13,11746,ＵＢＳ証券,UBS Securities Japan,361,11696,みずほ証券,Mizuho Securities,284,165090005,FUT_TOPIX_2009,2020-08-24
14,12400,野村證券,Nomura Securities,227,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,173,165090005,FUT_TOPIX_2009,2020-08-24
15,12000,大和証券,Daiwa Securities,180,11746,ＵＢＳ証券,UBS Securities Japan,131,165090005,FUT_TOPIX_2009,2020-08-24
16,11696,みずほ証券,Mizuho Securities,170,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,96,165090005,FUT_TOPIX_2009,2020-08-24
17,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),124,12336,日産証券,Nissan Securities,87,165090005,FUT_TOPIX_2009,2020-08-24
18,12336,日産証券,Nissan Securities,123,12795,インタラクティブ証券,Interactive Brokers,75,165090005,FUT_TOPIX_2009,2020-08-24
19,11792,シティグループ証券,Citigroup Japan,99,12000,大和証券,Daiwa Securities,64,165090005,FUT_TOPIX_2009,2020-08-24
20,11272,岡三証券,OKASAN SECURITIES,81,11256,ＳＢＩ証券,SBI SECURITIES,63,165090005,FUT_TOPIX_2009,2020-08-24
21,11256,ＳＢＩ証券,SBI SECURITIES,57,11272,岡三証券,OKASAN SECURITIES,37,165090005,FUT_TOPIX_2009,2020-08-24
24,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,8233,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,9095,165090018,FUT_NK225_2009,2020-08-24
25,11788,ソシエテ・ジェネラル,Societe Generale,7240,11788,ソシエテ・ジェネラル,Societe Generale,7153,165090018,FUT_NK225_2009,2020-08-24
26,12792,メリルリンチ日本証券,Merrill Lynch Japan,837,12400,野村證券,Nomura Securities,1063,165090018,FUT_NK225_2009,2020-08-24
27,12560,松井証券,MATSUI SECURITIES,636,11635,クレディ・スイス証券,Credit Suisse Japan,728,165090018,FUT_NK225_2009,2020-08-24
28,12336,日産証券,Nissan Securities,627,12792,メリルリンチ日本証券,Merrill Lynch Japan,725,165090018,FUT_NK225_2009,2020-08-24
