,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
2,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,6869,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,7172,166030005,FUT_TOPIX_2103,2021-01-15
3,11788,ソシエテ・ジェネラル,Societe Generale,3017,11788,ソシエテ・ジェネラル,Societe Generale,2750,166030005,FUT_TOPIX_2103,2021-01-15
4,12800,モルガンスタンレー,Morgan Stanley MUFG,1128,12792,BofA証券,BofA Securities,1126,166030005,FUT_TOPIX_2103,2021-01-15
5,12410,バークレイズ証券,Barclays Japan,614,11746,ＵＢＳ証券,UBS Securities Japan,794,166030005,FUT_TOPIX_2103,2021-01-15
6,11714,ＪＰモルガン証券,JPMorgan Japan,477,11560,ゴールドマンサックス,Goldman Sachs Japan,635,166030005,FUT_TOPIX_2103,2021-01-15
7,11560,ゴールドマンサックス,Goldman Sachs Japan,463,12410,バークレイズ証券,Barclays Japan,500,166030005,FUT_TOPIX_2103,2021-01-15
8,11746,ＵＢＳ証券,UBS Securities Japan,392,11714,ＪＰモルガン証券,JPMorgan Japan,447,166030005,FUT_TOPIX_2103,2021-01-15
9,11635,クレディ・スイス証券,Credit Suisse Japan,338,11635,クレディ・スイス証券,Credit Suisse Japan,237,166030005,FUT_TOPIX_2103,2021-01-15
10,12792,BofA証券,BofA Securities,230,12400,野村證券,Nomura Securities,186,166030005,FUT_TOPIX_2103,2021-01-15
11,11792,シティグループ証券,Citigroup Japan,145,12800,モルガンスタンレー,Morgan Stanley MUFG,115,166030005,FUT_TOPIX_2103,2021-01-15
12,12724,ＨＳＢＣ証券,HSBC (Japan),136,11272,岡三証券,OKASAN SECURITIES,43,166030005,FUT_TOPIX_2103,2021-01-15
13,11272,岡三証券,OKASAN SECURITIES,100,12336,日産証券,Nissan Securities,39,166030005,FUT_TOPIX_2103,2021-01-15
14,12336,日産証券,Nissan Securities,62,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),35,166030005,FUT_TOPIX_2103,2021-01-15
15,12400,野村證券,Nomura Securities,50,12724,ＨＳＢＣ証券,HSBC (Japan),29,166030005,FUT_TOPIX_2103,2021-01-15
16,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),46,11060,ａｕカブコム証券,au Kabucom Securitie,15,166030005,FUT_TOPIX_2103,2021-01-15
17,11696,みずほ証券,Mizuho Securities,23,12795,インタラクティブ証券,Interactive Brokers,14,166030005,FUT_TOPIX_2103,2021-01-15
18,11060,ａｕカブコム証券,au Kabucom Securitie,16,11256,ＳＢＩ証券,SBI SECURITIES,10,166030005,FUT_TOPIX_2103,2021-01-15
19,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,13,12560,松井証券,MATSUI SECURITIES,8,166030005,FUT_TOPIX_2103,2021-01-15
20,11056,安藤証券,ANDO SECURITIES,10,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,5,166030005,FUT_TOPIX_2103,2021-01-15
21,12560,松井証券,MATSUI SECURITIES,9,11792,シティグループ証券,Citigroup Japan,4,166030005,FUT_TOPIX_2103,2021-01-15
22,12000,大和証券,Daiwa Securities,9,-,-,-,-,166030005,FUT_TOPIX_2103,2021-01-15
25,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,7788,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,7206,166030018,FUT_NK225_2103,2021-01-15
