,institutions_sell_code,institutions_sell,institutions_sell_eng,volume_sell,institutions_buy_code,institutions_buy,institutions_buy_eng,volume_buy,JPX_code,instrument,date
2,12400,野村證券,Nomura Securities,467,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,543,165090005,FUT_TOPIX_2009,2020-08-26
3,11560,ゴールドマンサックス,Goldman Sachs Japan,320,11714,ＪＰモルガン証券,JPMorgan Japan,197,165090005,FUT_TOPIX_2009,2020-08-26
4,11635,クレディ・スイス証券,Credit Suisse Japan,250,12400,野村證券,Nomura Securities,167,165090005,FUT_TOPIX_2009,2020-08-26
5,11792,シティグループ証券,Citigroup Japan,136,11792,シティグループ証券,Citigroup Japan,136,165090005,FUT_TOPIX_2009,2020-08-26
6,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,85,11560,ゴールドマンサックス,Goldman Sachs Japan,123,165090005,FUT_TOPIX_2009,2020-08-26
7,12072,東海東京証券,Tokai Tokyo Sec,42,12792,メリルリンチ日本証券,Merrill Lynch Japan,57,165090005,FUT_TOPIX_2009,2020-08-26
8,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,39,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,49,165090005,FUT_TOPIX_2009,2020-08-26
9,11256,ＳＢＩ証券,SBI SECURITIES,36,12000,大和証券,Daiwa Securities,42,165090005,FUT_TOPIX_2009,2020-08-26
10,12800,モルガンスタンレー,Morgan Stanley MUFG,22,11696,みずほ証券,Mizuho Securities,36,165090005,FUT_TOPIX_2009,2020-08-26
11,12792,メリルリンチ日本証券,Merrill Lynch Japan,18,11256,ＳＢＩ証券,SBI SECURITIES,36,165090005,FUT_TOPIX_2009,2020-08-26
12,-,-,-,-,12800,モルガンスタンレー,Morgan Stanley MUFG,22,165090005,FUT_TOPIX_2009,2020-08-26
13,-,-,-,-,11635,クレディ・スイス証券,Credit Suisse Japan,7,165090005,FUT_TOPIX_2009,2020-08-26
16,12400,野村證券,Nomura Securities,2511,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,2116,165090018,FUT_NK225_2009,2020-08-26
17,11746,ＵＢＳ証券,UBS Securities Japan,1368,11696,みずほ証券,Mizuho Securities,1763,165090018,FUT_NK225_2009,2020-08-26
18,11714,ＪＰモルガン証券,JPMorgan Japan,1014,11788,ソシエテ・ジェネラル,Societe Generale,1042,165090018,FUT_NK225_2009,2020-08-26
19,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,789,12400,野村證券,Nomura Securities,584,165090018,FUT_NK225_2009,2020-08-26
20,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,622,11256,ＳＢＩ証券,SBI SECURITIES,503,165090018,FUT_NK225_2009,2020-08-26
21,11256,ＳＢＩ証券,SBI SECURITIES,503,11714,ＪＰモルガン証券,JPMorgan Japan,501,165090018,FUT_NK225_2009,2020-08-26
22,11696,みずほ証券,Mizuho Securities,432,11560,ゴールドマンサックス,Goldman Sachs Japan,407,165090018,FUT_NK225_2009,2020-08-26
23,12792,メリルリンチ日本証券,Merrill Lynch Japan,267,12792,メリルリンチ日本証券,Merrill Lynch Japan,295,165090018,FUT_NK225_2009,2020-08-26
24,11788,ソシエテ・ジェネラル,Societe Generale,198,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),249,165090018,FUT_NK225_2009,2020-08-26
25,12000,大和証券,Daiwa Securities,100,11635,クレディ・スイス証券,Credit Suisse Japan,198,165090018,FUT_NK225_2009,2020-08-26
26,12800,モルガンスタンレー,Morgan Stanley MUFG,82,11746,ＵＢＳ証券,UBS Securities Japan,99,165090018,FUT_NK225_2009,2020-08-26
27,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,46,12800,モルガンスタンレー,Morgan Stanley MUFG,78,165090018,FUT_NK225_2009,2020-08-26
28,11792,シティグループ証券,Citigroup Japan,29,11520,三菱ＵＦＪモルガン,Mitsubishi UFJ Mor,75,165090018,FUT_NK225_2009,2020-08-26
29,12410,バークレイズ証券,Barclays Japan,10,12328,ＳＭＢＣ日興証券,SMBC Nikko Sec,46,165090018,FUT_NK225_2009,2020-08-26
30,12336,日産証券,Nissan Securities,8,11792,シティグループ証券,Citigroup Japan,15,165090018,FUT_NK225_2009,2020-08-26
31,11635,クレディ・スイス証券,Credit Suisse Japan,2,12336,日産証券,Nissan Securities,8,165090018,FUT_NK225_2009,2020-08-26
32,-,-,-,-,12000,大和証券,Daiwa Securities,2,165090018,FUT_NK225_2009,2020-08-26
35,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,500,11788,ソシエテ・ジェネラル,Societe Generale,1500,165120018,FUT_NK225_2012,2020-08-26
36,12428,ＢＮＰパリバ証券,BNP Paribas (Japan),500,12000,大和証券,Daiwa Securities,100,165120018,FUT_NK225_2012,2020-08-26
37,11560,ゴールドマンサックス,Goldman Sachs Japan,450,11256,ＳＢＩ証券,SBI SECURITIES,16,165120018,FUT_NK225_2012,2020-08-26
38,11635,クレディ・スイス証券,Credit Suisse Japan,100,-,-,-,-,165120018,FUT_NK225_2012,2020-08-26
39,11746,ＵＢＳ証券,UBS Securities Japan,50,-,-,-,-,165120018,FUT_NK225_2012,2020-08-26
40,11256,ＳＢＩ証券,SBI SECURITIES,16,-,-,-,-,165120018,FUT_NK225_2012,2020-08-26
43,11256,ＳＢＩ証券,SBI SECURITIES,23487,11256,ＳＢＩ証券,SBI SECURITIES,23487,165090019,FUT_NK225M_2009,2020-08-26
44,12400,野村證券,Nomura Securities,447,12400,野村證券,Nomura Securities,447,165090019,FUT_NK225M_2009,2020-08-26
45,12336,日産証券,Nissan Securities,87,11788,ソシエテ・ジェネラル,Societe Generale,87,165090019,FUT_NK225M_2009,2020-08-26
46,11788,ソシエテ・ジェネラル,Societe Generale,87,12336,日産証券,Nissan Securities,87,165090019,FUT_NK225M_2009,2020-08-26
49,11696,みずほ証券,Mizuho Securities,14500,11746,ＵＢＳ証券,UBS Securities Japan,13000,165100019,FUT_NK225M_2010,2020-08-26
50,12792,メリルリンチ日本証券,Merrill Lynch Japan,1000,12792,メリルリンチ日本証券,Merrill Lynch Japan,1000,165100019,FUT_NK225M_2010,2020-08-26
51,11256,ＳＢＩ証券,SBI SECURITIES,38,11788,ソシエテ・ジェネラル,Societe Generale,1000,165100019,FUT_NK225M_2010,2020-08-26
52,-,-,-,-,12479,ＡＢＮアムロクリア,ABN AMRO Clearing,500,165100019,FUT_NK225M_2010,2020-08-26
53,-,-,-,-,11256,ＳＢＩ証券,SBI SECURITIES,38,165100019,FUT_NK225M_2010,2020-08-26
56,11256,ＳＢＩ証券,SBI SECURITIES,15,11256,ＳＢＩ証券,SBI SECURITIES,15,165110019,FUT_NK225M_2011,2020-08-26
59,11256,ＳＢＩ証券,SBI SECURITIES,25,11256,ＳＢＩ証券,SBI SECURITIES,25,135092218,PUT_NK225_200911_22250,2020-08-26
